,노래제목,가수,가사
210,붐붐,세븐틴(SEVENTEEN),"Seventeen teen teen
너와 나 사이에
come on come on come on
눈앞에 있어도 보고 싶어지는 Oh wuh
이 느낌을 뭐라고 설명할까 정리가 안됐지

어느 순간 내 행복에 Root가 너인 걸 알게 되니까
너의 주위를 Turn Right and Turn Left 
매일 빙빙 도는 나
 
마주치면 좋아지는 기분 넌 내 바이오리듬
빙빙 돌려 말하지만 맘은 꼬여있지 않음

너무 아름다운 너 
또 너를 바라보는 나 Oh Oh
붐 붐 붐 붐 붐
붐 붐 붐 붐 붐

지금 시간에 너를 생각하면서 Oh Oh Oh
집 앞으로 갈게
할 말 있어 지금

끝이 없는 너라는 길을
두 걸음씩 뛰어가서 있는 힘껏 안아줄게
멈출 수 없는 열정 가득 Oh Oh
붐 붐 붐 붐 붐
붐 붐 붐 붐 붐

Everyday 붐붐
너 때문에 붐붐
넌 나를 Hit Me Hit Me Hit Me Hit Me Hit Me Hit Me 히트쳐 Come On

Everyday 붐붐
너 때문에 붐붐
You got me like 붐붐 붐붐
붐붐 붐붐	

Everyday you’re all up in my head 
넌 달콤하게 나의 눈에 띄네
Yeah 안 지워지네 
지금 네가 들어간 내 두뇌는 용량 초과 
붐붐

너무 아름다운 너 
또 너를 바라보는 나 Oh Oh
붐 붐 붐 붐 붐
붐 붐 붐 붐 붐

지금 시간에 너를 생각하면서 Oh Oh Oh
집 앞으로 갈게
할 말 있어 지금

끝이 없는 너라는 길을
두 걸음씩 뛰어가서 있는 힘껏 안아줄게
멈출 수 없는 열정 가득 Oh Oh
붐 붐 붐 붐 붐
붐 붐 붐 붐 붐

Everyday 붐붐
너 때문에 붐붐
You got me like 붐붐 붐붐 
붐붐 붐붐
Everyday 붐붐 
너 때문에 붐붐
You got me like 붐붐 붐붐 
붐붐 붐붐

어제의 너도 내일의 나도
같은 마음 같은 시선이길
언제나 함께 하길

나 빼기 너는 Zero
너와 함께면 시너지는 몇 배로
그러니까 나는 너를 내게 대입해
우리라는 답으로 사랑의 공식 만들 거야

아름다워 아름다워
붐 붐 붐 붐 붐
붐 붐 붐 붐 붐
멈출 수 없는 열정 가득 Oh Oh
붐 붐 붐 붐 붐
붐 붐 붐 붐 붐

Everyday 붐붐
너 때문에 붐붐
넌 나를 Hit Me Hit Me Hit Me Hit Me Hit Me Hit Me 히트쳐 Come On
Everyday 붐붐
너 때문에 붐붐
You got me like 붐붐 붐붐 
붐붐 붐붐"
211,리듬 타 (RHYTHM TA),iKON,"We gon get it pop it 
we gon we gon get it pop it     
이건 그냥 노래니깐 리듬 타 
(Bounce) 리듬 타 (Bounce) 
리듬 타 (Bounce) 리듬 타
이건 그냥 노래니깐 리듬 타

뭐해 어서 고갤 끄덕이지 않고
가슴과 허리를 꿀렁이지 않고
우린 가리는 거 없어 
예를 들면 때와 장소
멋있는 척 안해 
나쁜 예는 요즘 아이돌
즐기는데 무슨 타당한 이유를 원해
이건 그냥 리듬 타기 좋은 흔한 노래
굳이 제목을 정하자면 칭찬
이 노래를 틀면 고래도 춤추게 하니까

yeah come and get it 
모여 남녀노소
음악은 흐르지 방방곡곡 
콧노래를 불러 ladi dadi
오늘밤은 ready to die yeah die yeah
	
시간은 금 보기를 돌 같이 하라
비싼 척 하지마 놀고 싶은 거 알아
woo 콧노래를 불러 ladi dadi 
다같이 움직여 body

리듬 타 리듬 타 리듬 타 
이건 그냥 노래니깐 리듬 타

We gon get it pop it 
we gon we gon get it pop it 
We gon get it pop it 
we gon we gon get it pop it 
We gon get it pop it 
we gon we gon get it pop it 
이건 그냥 노래니깐 리듬 타

뭐해 어서 고갤 끄덕이지 않고
어 밤이면 밤마다 
오는 날이 아니잖소 
오늘을 놓쳐서 후회한다면
후회한 시간을 후회할 거잖아
후회하기 싫음 후회할 일들을
후회하기 전에 후회 말아

Oh yeah right? 리듬 타
Come on 방방 뛰어 
나와 함께 리듬 타
UCC에 올려봐 꿀렁거리는 니 모습
여덟 마디 춤추기 좋게 
여름 방학 계획표처럼 의미는 없음

Yeah come and get it 
모여 남녀노소 
음악은 흐르지 방방곡곡 
콧노래를 불러 ladi dadi
오늘밤은 ready to die yeah die yeah	

시간은 금 보기를 돌 같이 하라
비싼 척 하지마 놀고 싶은 거 알아
woo 콧노래를 불러 ladi dadi 
다같이 움직여 body

리듬 타 리듬 타 리듬 타 
이건 그냥 노래니깐 리듬 타

We gon get it pop it 
we gon we gon get it pop it 
We gon get it pop it 
we gon we gon get it pop it 
We gon get it pop it 
we gon we gon get it pop it 
이건 그냥 노래니깐 리듬 타

모두 고개를 끄덕여 
팔짱 끼고 껄렁 거려
다같이 흔들흔들 흔들흔들 해                      
우린 좀 건들건들 건들건들 해

볼륨을 더 높이고
이 리듬에 몸을 맡겨
다 같이 흔들흔들 흔들흔들 해
우린 좀 건들건들 건들건들 해

리듬 타

Da na na na na na na 
Da na na na na na na 
Da na na na na na na	

이건 그냥 노래니깐 리듬 타

We gon get it pop it 
we gon we gon get it pop it 
We gon get it pop it 
we gon we gon get it pop it 
We gon get it pop it 
we gon we gon get it pop it 

이건 그냥 노래니깐 리듬 타"
212,WANNABE,ITZY (있지),"잔소리는 Stop it 알아서 할게
내가 뭐가 되든
내가 알아서 할 테니까 좀
I do what I wanna
평범하게 살든 말든 내버려 둘래?
어차피 내가 살아 내 인생 내거니까
I'm so bad bad 차라리 이기적일래
눈치 보느라 착한 척
상처받는 것보다 백번 나아
I'm just on my way 간섭은 No No 해
말해버릴지도 몰라 너나 잘하라고
누가 뭐라 해도 난 나야
난 그냥 내가 되고 싶어
I wanna be me me me
굳이 뭔가 될 필요는 없어
난 그냥 나일 때 완벽하니까
I wanna be me me me
I don't wanna be somebody
Just wanna be me be me
I wanna be me me me
I don't wanna be somebody
Just wanna be me be me
I wanna be me me me
Errbody errbody errbody teachin' me
(All eyes on me)
이래라 저래라 모두 한마디씩
(Don't touch me)
Ah yeah yeah yeah yeah yeah
내 앞가림은 내가 해
I'mma do my thang
Just do your thang
Cuz I'm the one & Only
사람들은 남 말 하기를 좋아해
남의 인생에 뭔 관심이 많아 왜
저기 미안하지만 신경 좀 꺼줄래요
It's none of your business
I do my own business
누가 뭐라 해도 난 나야
난 그냥 내가 되고 싶어
I wanna be me me me
굳이 뭔가 될 필요는 없어
난 그냥 나일 때 완벽하니까
I wanna be me me me
No matter if you love me or hate me
I wanna be me
One and only me
If you feel me turn this beat up
I wanna be me me me
누가 뭐라 해도 난 나야
난 그냥 내가 되고 싶어
I wanna be me me me
굳이 뭔가 될 필요는 없어
난 그냥 나일 때 완벽하니까
I wanna be me me me
I don't wanna be somebody
Just wanna be me be me
I wanna be me me me
I don't wanna be somebody
Just wanna be me be me
I wanna be me me me"
213,Rush Hour (Feat. j-hope of BTS),Crush,"Yo I've been walking on the street yo
유엔빌리지에서 한강진역
이태원을 지나왔어 언덕길로
클랙슨은 목이 쉬어 퇴근길마다 삐걱삐걱
그게 자그마치 2년
입에 단내가 나 미칠 지경
작업실로 당당하게 내비 찍어
This is Crush hour 비켜라 비켜
We gotta celebrate 넌 즐기기만 해
누가 뭐래도 Baby
Hey ladies and gentlemen
do what you wanna do baby
그러니까 너넨 히비히비합 질러 빽빽
다시 Clap clap clap and then hit that
하나둘 모여 마치 Traffic jam
Get up get up
그러니까 너넨 히비히비합 질러 땍땍
따라 해 어때 생각보다 쉽지
모두 모여 마치 Traffic jam
Get up (get up) get on up
Yo I've been walking on the street yo
서울숲에서부터 근방 직경
But 어딜 가든 이젠 레드카펫 Feel yo
사진 소리 찰칵찰칵 가는 길마다 찍어 찍어
붐비는 People 마치 Traffic 기분
보험마저 없는 내 미래 비전
Y'all trippin' whole lotta freaks
And now Crush hour 난 그냥 형 따라 직진
We gotta celebrate 넌 즐기기만 해
누가 뭐래도 Baby
Hey ladies and gentlemen
do what you wanna do baby
그러니까 너넨 히비히비합 질러 빽빽 (빽빽)
다시 Clap clap clap and then hit that (hit that)
하나둘 모여 마치 Traffic jam
Get up get up
그러니까 너넨 히비히비합 질러 땍땍 (땍땍)
따라 해 어때 생각보다 쉽지
모두 모여 마치 Traffic jam
Get up (get up rush hour)
Take'em to the bridge
La la la la la la la la
La la la la la la la
La la la la la la la la
La la la la la la la
This is Crush hour Crush hour Crush hour
This is Crush hour Crush hour Crush hour
Watch Out (Watch Out)
Watch Out (Watch Out)
This is Crush hour Crush hour Crush hour"
214,ANTIFRAGILE,LE SSERAFIM (르세라핌),"Anti ti ti ti fragile fragile 
Anti ti ti ti fragile 
Anti ti ti ti fragile fragile 
Antifragile antifragile

가시밭길 위로 riding you made me boost up 
거짓으로 가득 찬 party 가렵지도 않아 
내 뒤에 말들이 많아 나도 첨 듣는 내 rival 
모두 기도해 내 falling 그 손 위로 I’mma jump in 
Yes gimme that

걸어봐 위엄 like a lion 눈빛엔 거대한 desire 
더 부어 gasoline on fire 불길 속에 다시 날아 rising
잊지 마 내가 두고 온 toe shoes 무슨 말이 더 필요해 
무시 마 내가 걸어온 커리어 
I go to ride till I die die

더 높이 가줄게 내가 바랐던 세계 젤 위에 
떨어져도 돼 I’m antifragile antifragile 
난 지금 on my way 갖다버려 줘 너의 fairy tale 
Now you know my name 
I’m antifragile antifragile

Anti ti ti ti fragile fragile 
Anti ti ti ti fragile 
Anti ti ti ti fragile fragile 
Antifragile antifragile

“Lovey lovey lovey dovey dovey dovey” 
멋대로 정하네 나란 애에 대해 
I don't know what to say I can't feel it 
뜨거운 관심은 환영 귀여운 질투는 go ahead 
줄 달린 인형은 no thanks 내 미랠 쓸 나의 노래 
Yes gimme that

걸어봐 위엄 like a lion 눈빛엔 거대한 desire 
더 부어 gasoline on fire 불길 속에 다시 날아 rising
잊지 마 내가 두고 온 toe shoes 무슨 말이 더 필요해 
무시 마 내가 걸어온 커리어 
I go to ride till I die die

더 높이 가줄게 내가 바랐던 세계 젤 위에 
떨어져도 돼 I’m antifragile antifragile 
난 지금 on my way 갖다버려 줘 너의 fairy tale 
Now you know my name 
I’m antifragile antifragile

Anti ti ti ti fragile fragile 
Anti ti ti ti fragile 
Anti ti ti ti fragile fragile 
Antifragile antifragile

We can break it baby 
Rock it twist it lock it baby 
All I know is you can’t chain me 
‘Cause I’m gonna break out gonna gonna break out out 
We can break it baby 
Rock it twist it lock it baby 
All I know is you can’t chain me 
'Cause I’m gonna break out gonna gonna break out out

더 높이 가줄게 내가 바랐던 세계 젤 위에 
떨어져도 돼 I’m antifragile antifragile 
난 지금 on my way 갖다버려 줘 너의 fairy tale 
Now you know my name 
I’m antifragile antifragile

Anti ti ti ti fragile fragile 
Anti ti ti ti fragile 
Anti ti ti ti fragile fragile 
Antifragile antifragile"
215,BOSS,NCT U,"World 이 공간 속에 비밀 (shimmy shimmy)
가까움은 가면 같은 gimmick (give me give me)
우린 만질 수 없는 걸 믿지
Woo 너도 알지
우린 알고 있지 woo
더 가까워진 건 (wild)
소리 보다 더 큰 벽 (you wild)
더는 참을 수 없어
Woo 난 깨버리지
Woo 난 깨버리지
깨버리지
내가 손대면 뭐든지
가지게 돼 나의 온기
손끝에 닿는 순간 빠진 느낌 yeah
(I know you want)
내게 가까이 닿아봐
The world is ours (world is ours)
don't you know I'm a
내가 널 이끄는 boss (don't you know I'm a)
내가 널 움직인 player (don't you know I'm a)
내가 널 이끄는 boss (don't you know I'm a)
Don't you know I'm a don't you know I'm a
내가 널 이끄는 boss (don't you know I'm a)
내가 널 움직인 player (don't you know I'm a)
내가 널 이끄는 boss (don't you know I'm a)
Don't you know I'm a don't you know I'm a
내가 널 이끄는 대로 움직여
더 높이 너의 손을 뻗어
난 또 다른 너와 나를 묶지
또다시 묶인
Oh 다른 우리 다른 우리
난 절대적인 너의 boss 네가 원해 (I like that)
가지고 싶다면 가져 내 선택 (I like that)
난 더 너와 내가 시선을 맞추길 바라왔지 man
That's what I need you know me
나만 따라와 저 멀리
널 데리고 난 겁 없이
더 큰 하나를 그리고 싶어졌어 yeah
모두 다시 태어난 것처럼 내 세계로 와
다들 물 만난 듯 노래해
Don't you know I'm a
내가 널 이끄는 boss (don't you know I'm a)
내가 널 움직인 player (don't you know I'm a)
내가 널 이끄는 boss (don't you know I'm a)
Don't you know I'm a don't you know I'm a
내가 널 이끄는 boss (don't you know I'm a)
내가 널 움직인 player (don't you know I'm a)
내가 널 이끄는 boss (don't you know I'm a)
Don't you know I'm a don't you know I'm a
Just give it give it give it 기분 내키는 대로
좀 더 closer closer closer 믿고 다가서 줘
이젠 눈을 감아 앞에 펼쳐질
나의 세계를 맘껏 들이쉬어
그대로 충분해 넌 아름다워
손끝의 소통 이건 fake
때려쳐 대신
Fly to you dive to you 직접
I can make it make it work for you
I became the boss for you
부질없는 post no need
내가 나타내줄게
난 알아 너의 feel now fear none
We eye to eye
I'm the boss
To the world 널 애태우게 할 놈
Hot dog feel like I wear 구스구스
I'm gonna catch up lightly fly
네 door bell을 직접
Knock 할 거야 이건 direct sign
Don't you know I'm a
내가 널 이끄는 boss (don't you know I'm a)
내가 널 움직인 player (don't you know I'm a)
내가 널 이끄는 boss (don't you know I'm a)
Don't you know I'm a don't you know I'm a
세상 밖에서만 찾던 세계
온전하게 조화롭던 세계
누구라도 원이 될 수 있게
보내볼래 나의 노래"
216,ETA,NewJeans,"낭비하지 마 네 시간은 은행 
서둘러서 정리해 걔는 real bad 
받아주면 안돼 
No you better trust me 
답답해서 그래

저번에도 봤지만 너 없을 때 
걘 여기저기에 눈빛을 뿌리네 
아주 눈부시게
Honestly 우리 사이에
He's been totally lying yeah 

내 생일 파티에 너만 못 온 그날 
혜진이가 엄청 혼났던 그날 
지원이가 여친이랑 헤어진 그날 
걔는 언제나 네가 없이 그날 
너무 멋있는 옷을 입고 그날 
Heard him say

We can go wherever you like 
Baby say the words and I'm down 
All I need is you on my side 
We can go whenever you like 
Now where are you?

Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA
I'll be there right now, lose that boy on her arm 

아파 맘이 네가 걔 못 잊을 때
내 말 믿어 you deserve better than that 
내가 도와줄게
걔는 그냥 playin' 
Boys be always lying yeah
 
내 생일 파티에 너만 못 온 그날 
혜진이가 엄청 혼났던 그날 
지원이가 여친이랑 헤어진 그날 
걔는 언제나 네가 없이 그날 
너무 멋있는 옷을 입고 그날 
Heard him say

We can go wherever you like 
Baby say the words and I'm down 
All I need is you on my side 
We can go wherever you like 
Now where are you?
 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA
I'll be there right now, lose that boy on her arm

Need a boy on my arm 
Need a boy on my arm 
Want a boy on my arm 
Need a boy on my arm"
217,쩔어,방탄소년단,"어서 와 방탄은 처음이지?

Ayo ladies & gentleman
준비가 됐다면 부를게 yeah!
딴 녀석들과는 다르게
내 스타일로 내 내 내 내 스타일로 에오!

밤새 일했지 everyday
니가 클럽에서 놀 때 yeah
자 놀라지 말고 들어 매일
I got a feel, I got a feel
난 좀 쩔어!

아 쩔어 쩔어 쩔어 우리 연습실 땀내
봐 쩌렁 쩌렁 쩌렁한 내 춤이 답해
모두 비실이 찌질이 찡찡이 띨띨이들
나랑은 상관이 없어 cuz 난 희망이 쩔어 haha

Ok 우린 머리부터 발끝까지 전부 다 쩌 쩔어
하루의 절반을 작업에 쩌 쩔어
작업실에 쩔어 살어 청춘은 썩어가도
덕분에 모로 가도 달리는 성공가도
소녀들아 더 크게 소리질러 쩌 쩌렁

밤새 일했지 everyday
니가 클럽에서 놀 때 yeah
딴 녀석들과는 다르게
I don't wanna say yes
I don't wanna say yes
 
소리쳐봐 all right
몸이 타버리도록 all night (all night)
Cause we got fire (fire!)
Higher (higher!)
I gotta make it, I gotta make it
쩔어!

거부는 거부해
난 원래 너무해
모두 다 따라 해 
쩔어

거부는 거부해
전부 나의 노예
모두 다 따라 해 
쩔어

3포세대? 5포세대?
그럼 난 육포가 좋으니까 6포세대
언론과 어른들은 의지가 없다며 우릴 싹 주식처럼 매도해
왜 해보기도 전에 죽여 걔넨 enemy enemy enemy
왜 벌써부터 고개를 숙여 받아 energy energy energy
절대 마 포기 you know you not lonely
너와 내 새벽은 낮보다 예뻐
So can I get a little bit of hope? (yeah)
잠든 청춘을 깨워 go

밤새 일했지 everyday
니가 클럽에서 놀 때 yeah
딴 녀석들과는 다르게
I don't wanna say yes
I don't wanna say yes
 
소리쳐봐 all right
몸이 타버리도록 all night (all night)
Cause we got fire (fire!)
Higher (higher!)
I gotta make it, I gotta make it
쩔어!

거부는 거부해 
난 원래 너무해
모두 다 따라 해
쩔어

거부는 거부해 
전부 나의 노예
모두 다 따라 해 
쩔어

이런 게 방탄 스타일
거짓말 wack들과는 달라
매일이 hustle life
I gotta make it fire baby

이런 게 방탄 스타일
거짓말 wack들과는 달라
매일이 hustle life
I gotta make it, I gotta make it
난 좀 쩔어!

Say what!
Say wo~ wo~
Say what!
쩔어"
218,Kill This Love,BLACKPINK,"천사 같은 Hi 끝엔 악마 같은 Bye
매번 미칠듯한 High 뒤엔 뱉어야 하는 Price
이건 답이 없는 Test 매번 속더라도 Yes
딱한 감정의 노예
얼어 죽을 사랑해
Here I come kick in the door
가장 독한 걸로 줘
뻔하디 뻔한 그 love
더 내놔봐 give me some more
알아서 매달려 벼랑 끝에
한마디면 또 like 헤벌레 해
그 따뜻한 떨림이 새빨간 설렘이
마치 heaven 같겠지만
you might not get in it
Look at me Look at you
누가 더 아플까?
You smart 누가? You are
두 눈에 피눈물 흐르게 된다면
So sorry 누가? You are
나 어떡해 나약한 날 견딜 수 없어
애써 두 눈을 가린 채
사랑의 숨통을 끊어야겠어
LET'S KILL THIS LOVE
LET'S KILL THIS LOVE
Feelin' like a sinner
Its so fire with him I go boo hoo
He said you look crazy
Thank you baby
I owe it all to you
Got me all messed up
His love is my favorite
But you plus me sadly can be dangerous
Lucky me Lucky you
결국엔 거짓말 we lie
So what so what
만약에 내가 널 지우게
된다면 So sorry
I'm not sorry
나 어떡해 나약한 날 견딜 수 없어
애써 눈물을 감춘 채
사랑의 숨통을 끊어야겠어
LET'S KILL THIS LOVE
LET'S KILL THIS LOVE
We all commit to love
That makes you cry
We're all making love
That kills you inside
We must kill this love
Yeah it's sad but true
Gotta kill this love
Before it kills you too
Kill this love
Yeah it's sad but true
Gotta kill this love
Gotta kill let's kill this love"
219,HARD,SHINee (샤이니),"Bring the fire
거침없이 Yeah
기나긴 밤 이겨냈지
선명한 너의 그 상처는 빛났어
Oh
주먹 쥐고 턱을 올려
그래 Ad Astra
아득한 미래도 내 손안에 잡아
Feeling like a rockstar
Lights on us
쏟아지는 갈채속의 Fire
We go
We go
We go hard
Hard like a criminal
Hard like the beat
Hard like ma flow
너도 원했니
밤이 녹을 만큼
뜨겁고 진한
새로운 히트
멈추지
못 했다지?
Hard like a criminal
Hard like the beat
Hard like ma flow
구미 당겼지
Yeah
멋 내 봐 맛을 봐
누가 누가 와
너를 놀래키나
We go hard
걸음은 킹콩
그 놈 참 물건
잠시 한 눈 좀 팔아도
다시 챔피언
왕관은 주인을 되찾아내
세상의 끝까지
Yeah we don't stop
Oh
시간이 아까워 Tic Toc
서둘러
Sold out
목말랐던 만큼 원하고 원해 봐
Feeling like a rockstar
Lights on us
걸어 나와 네 순간을 마셔
We bring the fire
We go
We go
We go hard
Hard like a criminal
Hard like the beat
Hard like ma flow
너도 원했니
밤이 녹을 만큼
뜨겁고 진한
새로운 히트
멈추지
못 했다지?
Hard like a criminal
Hard like the beat
Hard like ma flow
구미 당겼지
Yeah
멋 내 봐 맛을 봐
누가 누가 와
너를 놀래키나
We go hard
같이 가볼까
되감을 순 없어
지금 이 순간만 기억해 줘
No looking back
넌 알잖아
미쳐 봐 날아 봐
우린 강해
We get you right
KO
We gon' knock you out
거기 MC count down to...
Zero
Yesir
We go
We go
We go hard
Hard like a criminal
Hard like the beat
Hard like ma flow
너도 원했지
밤이 녹을 만큼
뜨겁고 진한
새로운 히트
멈추지
못 했다지?
Hard like a criminal
Hard like the beat
Hard like ma flow
구미 당겼지
Yeah
멋 내 봐 맛을 봐
누가 누가 와
너를 놀래키나
We go hard"
220,SO BAD,STAYC(스테이씨),"STAYC girls it's going down
You stole my heart
내 맘을 뺏지
I need your love
사랑의 Patch가
필요해 니 옆에
불러줘 And I'll never go away
마음속에 모든 걸
다 보여주면 서툴러
철이 없다 해도 괜찮아 난
그게 좋아
Baby 아무리 밀어내도
변하지가 않는 걸
너를 좋아하는 건 분명
어쩔 수 없는 걸
정말야 I want you SO BAD
난 니가 필요해 Yeah
내 내 내 내 내 머리 머리 내 머릿속이
너로 가득해 Baby
첨부터 I want you SO BAD
멈출 수 없어 절대
내 내 내 내 내 맘이 맘이 내 맘이 아파
너땜에
Never never never never never
숨기지 못해
난 Nah nah nah nah nah nah nah
달라져 또 밀고 당기는거
한다고 더 내 맘 잘 알아줘
How do you think
How do you think yeah yeah
STAYC girls yeah it's going down
눈으로만 모든 걸
다 알 수 없어 섣불러
잘못 봤다 해도 괜찮아 난
니가 좋아
Baby 아무리 밀어내도
변하지가 않는 걸
너를 좋아하는 건 분명
어쩔 수 없는 걸
정말야 I want you SO BAD
난 니가 필요해 Yeah
내 내 내 내 내 머리 머리 내 머릿속이
너로 가득해 Baby
첨부터 I want you SO BAD
멈출 수 없어 절대
내 내 내 내 내 맘이 맘이 내 맘이 아파
너땜에
솔직히 난 사랑을 잘 몰라
그래서 겁이 나 그래도 난 좋아
서투른 내 맘을 알아줘 Baby
모른 척 떠나지 말아줘 You've got a feeling
You know you've got that feeling
I want you SO BAD
You stole my heart
맘을 뺏겼지
I need your love
니 맘도 같길
I want you bad
Yeah so bad
불러줘 And I'll never go away
정말야 I want you SO BAD
난 니가 필요해 Yeah
내 내 내 내 내 머리 머리 내 머릿속이
너로 가득해 Baby
첨부터 I want you SO BAD
멈출 수 없어 절대
내 내 내 내 내 맘이 맘이 내 맘이 아파
너땜에
Never never never never never
숨기지 못해
난 Nah nah nah nah nah nah nah"
221,Wanna B,블락비(Block B),"Wow Wow Wow 
Bounce Bounce Bounce 
Round Round Round 
Sound Sound Sound

(ZICO)
come down down 수고 많았어
나또한 억누르고 참았어
땀냄새 진하게 베인 트레이닝복
대중교통과 작별을 고하고 왔어
자! 원하는걸 말해 
Rap,dance,performence 상상이상의
뭔가를 선사할테니까 믿어줘
우리는 필요치않아 리허설

(P.O)
불보다 뜨거운 등장으로 앞길은 (OHx4)
어떤 어둠도 실력으로 밝히는 (OHx4)

(박경)
지금을 위해 준비한 Block B
하나둘씩 이제 묻기 시작해
Who this? 우린 시작된 변화의 중심

(태일)
외쳐 우릴 원한다면 Wanna B
비켜 내가 나타나면 Wanna B
뱉어 우린 제멋대로 
누가 뭐래 그래 
We do it do it do it Now

(P.O) Bom Bom Bom
(ZICO) (Wanna B x4)
(P.O) 미쳐봐 오늘 밤밤밤 
(ZICO) (Wanna B x4)
(P.O) This is B.B Bom Bom Bom 
(ZICO) (Wanna B x4)
(P.O) 우리들만의 밤밤밤 
(ZICO) (Wanna B x4)

(ZICO)
You wanna be ""star"" 
You wanna be ""famous""
You wanna be ""high"" 
You wanna be ""gorges""??
nono 그전에 B.B wanna be?(Sir!)
길잃은 아이처럼 꾸물대지 말고 올라가

(비범)
똑같은 똑같은 곡
똑같은 똑같은 포즈 (Get down down down)

(박경)
질리고 비슷한건 우리가 바꿔 Here we go

(P.O)
불보다 뜨거운 등장으로 앞길은 (OHx4)
어떤 어둠도 실력으로 밝히는 (OHx4)
관객들의 큰함성 (경:어디로)
팬들의 고함도 (ZICO:여기로)

(유권)
모든걸 다 줄수있어 따라와바 

(태일)
외쳐 우릴 원한다면 Wanna B
비켜 내가 나타나면 Wanna B
뱉어 우린 제멋대로 
누가 뭐래 그래 
We do it do it do it Now

B.L.O.C.K B , HO HO , Hands up !

(태일)
외쳐 우릴 원한다면 Wanna B
비켜 내가 나타나면 Wanna B
뱉어 우린 제멋대로 
누가 뭐래 그래 
We do it do it do it Now

(P.O) Bom Bom Bom
(ZICO) (Wanna B x4)
(P.O) 미쳐봐 오늘 밤밤밤 
(ZICO) (Wanna B x4)
(P.O) This is B.B Bom Bom Bom 
(ZICO) (Wanna B x4)
(P.O) 우리들만의 밤밤밤 
(ZICO) (Wanna B x4)"
222,에너제틱 (Energetic),Wanna One(워너원),"너와 나의 입술이 점점
느껴지는 이 순간 속에 뜨거운 공기
온몸에 전율이 와
이제 너와 내가 써 내릴 Story

I don't know why
나도 모르게
더 빠져들어가
숨 막히게 Baby
I don't know why
지금 이 순간
멈출 수 없는 기분 No No No No

Make me feel so high
미치겠어 날 멈출 순 없어
You make me feel so high
I'm so crazy 너가 나를 본 순간
막 끌려 더 날 당겨줘 Baby
I'm feelin’ so energetic
오늘 밤 둘이 Out of control Yeah
I'm feelin’ so energetic

내 심장이 멈추는 그 순간까지
너를 지켜줄게 사라지지 않게
한 순간의 작은 약속들은 아냐
이젠 말해 내게 Baby
You tell me how to feel

Uh 1 2 3 & 4 니 옆의 딴 놈들이 거슬려 좀
Who am I 오직 너만을 지키는 킬러
말 그대로 난 좀 죽여줘 Yeah

Uh 너를 품에 안고 비상해
걱정은 버려 지하에
뭐를 하든 간에 하나라는 수식어가 
맴돌 거야 너와 나의 귓가에

Make me feel so high
미치겠어 날 멈출 순 없어
You make me feel so high
I'm so crazy 너가 나를 본 순간
막 끌려 더 날 당겨줘 Baby
I'm feelin’ so energetic
오늘 밤 둘이 Out of control Yeah
I'm feelin’ so energetic 

I'm feelin’ good
I wanna touch
멈출 수 없는 이 기분은 마치 Freedom
I'm feelin’ good 
I wanna touch baby
어서 내게 와줘 Tonight Yeah

Alright 
Oh Oh Work your body
다가와서 즐길 시간이 Let’s dance
아껴둔 너의 신발이 더러워지더라도 
움직여 빨리 Hurry up

(You make me feel so high)
질문은 나중에 해
딴 남자들은 넘보지 말게
(날 멈출 순 없어)
누가 봐도 So 쿨하게
이제 시작해 You know I mean

막 끌려 더 날 당겨줘 Baby
I'm feelin’ so energetic
너와 단둘이 Out of control Yeah
I'm feelin’ so energetic"
223,The Way It Was Before,Johnny Stimson,"Feels like yesterday
I was living at my parents' house
I blinked and things changed
Fast forward and I was moving out
I can only exist in three dimensions at a time
Who am I to resist a river flowing left to right?
It's like we've been dancing in the dark
A great big expansion from a spark
Over in a moment
Finished in a flash
Slipping through my fingers
Life's an hourglass
Shattered on the floor oh
It'll never be the way it was before
No
Feels like yesterday
I was falling in love
Then came the heartbreak
Like it always does
Nobody escapes it
Time's a losing game
Might as well embrace it
'Till it flies away
I know that nobody can stay forever young
I wish I could just take a break
from growing up
It's like we've been dancing in the dark
A great big expansion from a spark
Over in a moment
Finished in a flash
Slipping through my fingers
Life's an hourglass
Shattered on the floor oh
It'll never be the way it was before
The way it was before
Over in a moment
Finished in a flash
Slipping through my fingers
Moving way too fast
Wish I had just a little more oh
It'll never be the way it was before"
