,노래제목,가수,가사
525,Insecure,OSKI,"I've been thinkin' 'bout you lately
About the way you said you loved me
That made me feel just like you hate me
You drove me crazy
I've been fucked up from you, baby
From the way that you betrayed
And how quickly you replaced me
I know we had issues and we tried to solve 'em
But whenever we fought, you told me I was the problem
I had to change in order not to upset ya
I tried my best you said you needed better
Am I stupid? Am I dumb?
Tell me, what have we become?
'Cause in the end, I'm always wrong
So maybe you're right, I'm worthless
This pain, I deserve it
I've been crying all night, you heard it
You know that I'm hurting but you don't care
And that's one thing that I'm sure about
'Cause girl, you make me everything I'm insecure about
Maybe you're right, I'm worthless
This pain, I deserve it
I've been crying all night, you heard it
You know that I'm hurting but you don't care
And that's one thing that I'm sure about
'Cause girl, you make me every single thing I'm insecure about
I've been dealin' with the struggle
Tell myself that I don't miss you
I just miss someone to cuddle, it's kinda double
I've been stackin' up the bottles
'Cause since you left me for a model
I've been feelin' fucking awful
I know we had issues and we tried to fix 'em
But whenever we talked, you told me I didn't listen
I took the blame for you and I couldn't help it
I was a shame and still you said I was selfish
Am I stupid? Am I dumb?
Tell me, what have we become?
'Cause in the end, I'm always wrong
So maybe you're right, I'm worthless
This pain, I deserve it
I've been crying all night, you heard it
You know that I'm hurting but you don't care
And that's one thing that I'm sure about
'Cause girl, you make me every single thing I'm insecure about
Maybe you're right
Maybe you're right, I'm worthless
This pain, I deserve it
I've been crying all night, you heard it
You know that I'm hurting
But maybe that's just what I'm used to
Finding comfort's so unusual
So no matter how you treat me, how you say you're gonna leave me
I'll still run right back to you
So maybe you're right, I'm worthless
This pain, I deserve it
I've been crying all night, you heard it
You know that I'm hurting but you don't care
And that's one thing that I'm sure about
'Cause girl, you make me every single thing I'm insecure about"
526,what are we,Virginia To Vegas(버지니아 투 베가스),"I could be out with somebody new
But I'd only be thinking about you
We haven't started that conversation
And it's starting to get to my head
You say you can be yourself around me
But I wonder what you say to your friends
Oh I can't read your
Mind you know I hate it
I can't tell if your still on the fence
Feels like summers almost over
I don't wanna slow down
You and me keep getting closer
So imma say it out loud
What are we
You're texting me goodnight
Kissing me goodbye in the morning
What are we
Your friends think I'm alright
And you give me those
Eyes every single time
What are we
I don't wanna lie and I don't wanna hide
That I'm starting to like you
But if you feeling it to
Baby tell me what are we
(What are we)
I know you don't want it complicated
Got some issues that
Your trying to work through
You say that commitments overrated
But I'm hoping that that isn't true
Feels like summers almost over
I don't wanna slow down
You and me keep getting closer
So imma say it out loud
What are we
You're texting me goodnight
Kissing me goodbye in the morning
What are we
Your friends think I'm alright
And you give me those
Eyes every single time
What are we
I don't wanna lie
And I don't wanna hide
That I'm starting to like you
But if you feeling it to
Baby tell me what are we
What are we
What are we
What are we
We're already halfway there
Doing what lovers do
I'm catching feelings
I know you caught them too
What are we
You're texting me goodnight
Kissing me goodbye in the morning
What are we
Your friends think I'm alright
And you give me those
Eyes every single time
What are we
I don't wanna lie
And I don't wanna hide
That I'm starting to like you
But if you feeling it to
Baby tell me what are we
What are we
What are we
What are we"
527,In Your Eyes,Liam Ferrari,"Tell me everything that you want
Cause I’ve been tryna fix all the faults,
my dear
Sometimes I feel you’re sellin’ your soul

You go back a million times, 
another million more
And put back all the pieces 
that you’ve broken once before
I know you’ve been through it,
I can  hear through the walls
is it where you’re numbin’ me for nothin’ at all?

Cause  when the night feels long 
and you’re   still in your  head about 
when things went    wrong
will I  still be  the only one that’s on your mind?
If I can see it in    your eyes

Was it  everything that you thought?
Cause love can be  so blinding sometimes ,  my dear
I know cause I’ve been here  before

You go back a million times, 
another million more
Cause you know that I’ll  be there 
just to catch you when you fall
I know you’ve been through it, 
I can hear through the walls
is it   where you’re numbin’ me for nothin’ at all?

Cause when  the night feels long
 and you’re still in   your head about 
when things went    wrong
will  I still be   the only one that’s  on your mind?
If I   can see it in your eyes

Now that the night   feels long
 and you’re  still overthinking what you can’t control
will  I still be  the only one  that’s on  your mind?
If I  can see it in   your eyes

Cause when  the night feels long 
and you’re  still in  your  head about things went    wrong
will I  still be  the only one  that’s on  your mind?
If I can see it in your eyes

...*"
528,Give It A Week,Daniel Seavey,"Restless
Losing all my good years
Keep them 
As long as I'm behind you
Rough sex 
Baby what you get
When you take up all my piece of mind
 
Oh, I 
wake up and I miss you
Can't get 
You to stay the night
I don't 
Wanna break your heart
But you break mine every single time
 
Oo,
I know I'm getting used 
I know I'm getting used 
But I want you still
Oh, oh, oh
 
I said
Give it a week
And I'll call you right back
Cause you know I can't stand
When you're gone too long
Give it a week
And I'll call you right back
Cause it feels so right whenever its wrong
Give it a week
And I'll call you right back
Cause you know I can't stand
When you're gone too long
Give it a week
And I'll call you right back
Cause it feels so right whenever its wrong
 
Kiss me like you really love me
Make me feel like I'm enough for ya
I don't care if it ain't true
I'll pretend to give you all my trust
 
You
I know I'm getting used
I know I'm getting used
But oh I want you still
Oh, oh, oh
 
I said
Give it a week
And I'll call you right back
Cause you know I can't stand
When you're gone too long
Give it a week
And I'll call you right back
Cause it feels so right whenever its wrong
Give it a week
And I'll call you right back
Cause you know I can't stand
When you're gone too long
Give it a week
And I'll call you right back
Cause it feels so right whenever its wrong
 
Give it a week
And I'll call you right back
Cause you know I can't stand
When you're gone too long
Give it a week
And I'll call you right back
Cause it feels so right whenever its wrong"
529,being broken,nobody likes you pat,"Driving fast through our hometown
‘Cause the past doesn’t slow down
At the red lights
I’m not alright, yeah
Feel it like a knife in my chest
At least it’s not just in my head

Tonight
How can I
Put all the pieces back together
Of the full person I was before
This had to shatter me forever
Now, I’m scattered on the floor
Yeah, you can say I’m dramatic
That I’m just way clingy like static
That I’m too soft like some satin
But the memories left me empty handed

I was hoping
Something out there could make me whole and
Finally fix my heart and hold it
‘Cause I’m so tired of being broken
thinking  my world is ending
So, why can’t I stop remembering
This place
Is it too late

How many more fights do I gotta lose
How many more tries til it’s no use
How many more nights til I feel okay
Feels like infinity
Yeah, you can say I’m dramatic
That I’m just way clingy like static
That I’m too soft like some satin
But the memories left me empty handed
I was hoping
Something out there could make me whole and
Finally fix my heart and hold it

‘Cause I’m so tired of being broken
Being broken
Putting the pieces back together
Of the full person I was before
This had to shatter me forever
Now, I’m scattered on the floor
Yeah, you can say I’m dramatic
That I’m just way clingy like static
That I’m too soft like some satin
But the memories left me empty handed

I was hoping
Something out there could make me whole and
Finally fix my heart and hold it
‘Cause I’m so tired of being broken..



...*"
530,Night Changes,One Direction(원 디렉션)CONNECT 아티스트,"Going out tonight
Changes into something red
Her mother doesn’t like that kind of dress
Everything she never had she’s showing off

Driving too fast
Moon is breaking through her hair
She said it was something that she won’t forget
Having no regrets is all that she really wants

Were only getting older baby
And Ive been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you’ve ever dreamed of
Disappearing when you wake up
But there’s nothing to be afraid of
Even when the night changes
It will never change me and you

Chasing it tonight
Doubts are running round her head
He’s waiting, hides behind a cigarette
Heart is beating loud, she doesn’t want it to stop

Moving too fast
Moon is lighting up her skin
She’s falling, doesn’t even know it yet
Having no regrets is all that she really wants

Were only getting older baby
And Ive been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you’ve ever dreamed of
Disappearing when you wake up
But there’s nothing to be afraid of
Even when the night changes
It will never change me and you

Going out tonight
Changes into something red
Her mother doesn’t like that kind of dress
Reminds her of a missing piece 
Of innocence she lost

Were only getting older baby
And Ive been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you’ve ever dreamed of
Disappearing when you wake up
But there’s nothing to be afraid of
Even when the night changes
It will never change, baby
It will never change, baby
It will never change me and you"
531,XXL,LANY(레이니),"All my favorite songs are from 2018
We flew around the world
With our small town dreams
You're a superstar and you wear it so well
But nothin' like you in my hoodie double XL
Bloodstream
Full of desert lightnin'
Thank God I'm not drivin'
A blur the whole way home
I still remember
I will forever
Backseat secrets we won't ever tell
I miss you double XL
Miss Americana
And all my friends love ya
Back patio at the Bowery Hotel
I miss you double XL
You've been goin' out in the glitter and glow
Hollywood fades and it's startin' to show
I'm barely hangin' on and I'm lookin' for help
Every night without you hurtin' doublе XL
Bloodstream
Full of desert lightnin'
Thank God I'm not drivin'
A blur the whole way home (Yeah)
I still remember
I will forever
Backseat secrets we won't ever tell
I miss you double XL
Miss Americana
And all my friends love ya
Back patio at the Bowery Hotel
I miss you double XL
Baby we'll always have California
Half of me will always be waitin' for ya
I still remember
I will forever
Backseat secrets we won't ever tell
I miss you double XL
Miss Americana
And all my friends love ya
Back patio at the Bowery Hotel
I miss you double XL
Baby we'll always have California
Half of me will always be waitin' for ya
Baby we'll always have California
Half of me will always be waitin' for ya
(I miss you double XL)"
532,Cruel Summer,Taylor Swift(테일러 스위프트),"(Yeah yeah yeah yeah)
Fever dream high in the quiet of the night
You know that I caught it
(Oh yeah you're right I want it)
Bad bad boy shiny toy with a price
You know that I bought it
(Oh yeah you're right I want it)
Killing me slow out the window
I'm always waiting for you
To be waiting below
Devils roll the dice angels roll their eyes
What doesn't kill me
Makes me want you more
And it's new the shape of your body
It's blue the feeling I've got
And it's ooh whoa oh
It's a cruel summer
It's cool that's what I tell 'em
No rules in breakable heaven
But ooh whoa oh
It's a cruel summer
With you
Hang your head low in the glow of
The vending machine
I'm not dying
(Oh yeah you're right I want it)
You say that we'll just screw it up
In these trying times
We're not trying
(Oh yeah you're right I want it)
So cut the headlights summer's a knife
I'm always waiting for you
Just to cut to the bone
Devils roll the dice angels roll their eyes
And if I bleed you'll be the last to know
Oh it's new the shape of your body
It's blue the feeling I've got
And it's ooh whoa oh
It's a cruel summer
It's cool that's what I tell 'em
No rules in breakable heaven
But ooh whoa oh
It's a cruel summer
With you
I'm drunk in the back of the car
And I cried like a baby
Coming home from the bar (Oh)
Said I'm fine but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer
Just to seal my fate (Oh)
And I screamed for whatever it's worth
I love you ain't
That the worst thing you ever heard?
He looks up grinning like a devil
And it's new the shape of your body
It's blue the feeling I've got
And it's ooh whoa oh
It's a cruel summer
It's cool that's what I tell 'em
No rules in breakable heaven
But ooh whoa oh
It's a cruel summer
With you
I'm drunk in the back of the car
And I cried like a baby
Coming home from the bar (Oh)
Said I'm fine but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer
Just to seal my fate (Oh)
And I screamed for whatever it's worth
I love you ain't that the worst thing
You ever heard?
(Yeah yeah yeah yeah)"
533,Why So Serious?,SHINee (샤이니),"자정 막 지난 새벽, 진흙 속 눈 뜬 무언가
모두 나를 무서워했지 (Oh yeah)
앞으로 뻗은 두 팔, 난 살아있는 워킹데드
그 숨은 차가웠지

숨 쉬는 게 지겨워질 쯤 그 때 그대 발견! So shocked!

Why So Serious?
로미오와 줄리엣, 슬픈 러브스토리가 아, 아니야
다 잘 될 거야
'결국 해피 엔딩'을 아는 넌 연애소설 매니악

먼지만 풀썩대던 심장, 엔진을 Re-New
핏기 없던 나의 입술이 다시 붉은 컬러 루즈
Baby 날 어떻게 생각해? Baby 어떻게 생각해?
난 무섭지 않아요 So get in, get in

이 긴 어둠이 언제부터였는지 기억도 안 나네, 대충 백 년 전?
그냥 그댈 본 날부터 시작이다, 이제부턴 그게 더 중요하니까
""이런 좀비 영화 어디서 본 것 같은데?""
Oh no 이건 특별해

비틀대는 걸음으로 걷자 그게 우리 사랑 방식

Why So Serious?
로미오와 줄리엣, 슬픈 러브스토리가 아, 아니야
다 잘 될 거야
'결국 해피 엔딩'을 아는 넌 연애소설 매니악

먼지만 풀썩대던 심장, 엔진을 Re-New
핏기 없던 나의 입술이 다시 붉은 컬러 루즈
Baby 날 어떻게 생각해? Baby 어떻게 생각해?
우린 다르지 않아 벌써 닮아가고 있는걸

해 지면 나와 거리를 허우적대며 헤매
뇌 따윈 없이 보이겠지만 다들 고민 있겠지
See? 휴머니즘 그런 거 몰라 그냥 널 사랑하게 돼
내 피는 다시 뜨거워져 그 모든 이유는 그대, Come on!

다음 씬의 클라이막스 막 시작 돼
이 음악이 더욱 더 커지면 우린 살아있어 Tonight

Why So Serious?
로미오와 줄리엣, 슬픈 러브스토리가 아, 아니야
다 잘 될 거야
'결국 해피 엔딩'을 아는 넌 연애소설 매니악

먼지만 풀썩대던 심장, 엔진을 Re-New
핏기 없던 나의 입술이 다시 붉은 컬러 루즈
Baby 날 어떻게 생각해? Baby 어떻게 생각해?
우린 다르지 않아 벌써 닮아가고 있는걸"
534,BAAAM (feat. Muzie Of UV),다이나믹 듀오,"[gaeko]
오전에 보낸 문자는 메아리가 없어 
하루 종일 내 기분은 맥아리가 없어
친구들에겐 밀고 당기는 중
사실 니가 던진 떡밥에 완전 낚이는 중
뒤집어놓지 내 속과 니 전화 
어깨 근처에 향수만 묻혀놓고 가냐
내가 너의 옹달샘은 아닌데 
왜 항상 커피 아님 술만 얻어먹고 가냐
넌 논란의 캐릭터 뱃걸 
희망이란 채찍으로 내 맘을 고문해 
난 어둠의 기사 여기 밸트 매 
걸쭉하게 취한 널 집에다 모셔주네
왠지 넌 사연있는 여자 같아
가벼운 덤벨처럼 들었다 놨다
헷갈리게 해 너의 애매한 태도
어디야 지금 영화 예매했대도!

그녀는 BAAAM BAAAM BAAAM같은 여자 
(그녀는 BAAAM BAAAM BAAAM)
근데 왜왜왜 끌리는 걸까 (도대체 왜왜왜)
내겐 너무 예뻐서 
you're always in my heart 
그녀는 BAAAM BAAAM BAAAM같은 여자

[choiza]
연락이 뚝 끊겼다가도
늦은 새벽에 불쑥 날 찾아와 술 사달라고
콧소리 내면서 내 맘에 불 붙였다가도 
갑자기 정색하곤 해 오늘은 그만하자고
아 답답해 내 맘은 굴뚝같은데 
너는 연기처럼 날아가는 게
마치 손아귀에 잡힐 듯 가까이 왔다가도
왜 뱀처럼 미끄럽게 빠져나가는데?
왜 내 맘에 똬리를 틀었어?
삼킬게 아니라면 넌 왜 나를 물었어?
KO 굴복한 내 맘을 넌 요요처럼 
맘대로 밀고 당기고 바닥에다 굴렸어
나 질질 끌었어 너와의 관계를 
알수록 알 수 없는 니 매력에 너무 끌려서
야릇하면서도 애매한 니 태도는 너무 얄미워 
그게 내 호기심을 부풀렸어

그녀는 BAAAM BAAAM BAAAM같은 여자 
(그녀는 BAAAM BAAAM BAAAM)
근데 왜왜왜 끌리는 걸까 (도대체 왜왜왜)
내겐 너무 예뻐서 
you're always in my heart 
그녀는 BAAAM BAAAM BAAAM같은 여자
 
니가 내 맘대로 안 돼서 답답해 
내가 니 맘대로만 돼서 답답해 
문자를 보내봐도 답장은 함흥차사 
넌 정말 적당히 나빠서 날 뜨겁게 만드는 것 같아 
 
그녀는 BAAAM BAAAM BAAAM같은 여자 
(그녀는 BAAAM BAAAM BAAAM)
근데 왜왜왜 끌리는 걸까 (도대체 왜왜왜)
내겐 너무 예뻐서 
you're always in my heart 
그녀는 BAAAM BAAAM BAAAM같은 여자"
535,Kill Bill,브라운 아이드 걸스,"나쁜 짓을 저질렀어요 
그렇게 놀란 눈으로 날 보지 마요
여기서 다 털어놓을까요
어젯밤 그대 전화 왜 안 받았게요

사실 부족해 이걸로~ 온
니가 내게 했던 나쁜 짓엔 Oh~
너무 달콤해 지금 Oh~
너무 당혹스런 너의 그 표정

누가 더, 니가, 내가, 나쁠까
나한테 잘 걸렸어 너 말이야
누가 더, 니가, 내가, 아플까
그렇게 살지 마라, 너 말이야

혼자 보긴 너무 아까운 일이야
너의 무너진 모습

(So) don’t you wanna kill me?

이제 시작이야, 아직 먼 길이야
조금 더 배워야 돼, 너 말이야

왜 나에게 이러시나요
그 말이 그대 입에 오를 말인가요
여기서 다 털어볼까요
그대가 누구 누구 누굴 울렸는지

지금까지 너 만만하게만
상대했던 얼굴 반반한 애완
달라 나 준비한 반의 반의 반
도 안 한 거야 네 재판

하나, 둘, 셋, 넷 이리 온
내가 열을 세기 전에 어서 온

내게 빌지마 아직은~
아니, 벌써부터 울 것까지야

누가 더, 니가, 내가, 나쁠까
나한테 잘 걸렸어, 너 말이야
누가 더, 니가, 내가, 아플까
그렇게 살지 마라, 너 말이야

혼자 보긴 너무 아까운 일이야
너의 무너진 모습

(So) don’t you wanna kill me?

이제 시작이야, 아직 먼 길이야
조금 더 배워야 돼, 너 말이야

Hey, 이젠 놔줄게
있는 힘 다해서 멀리 뛰어가

Hey, 여기까지야
비참한 니 모습 
영원히 기억할게 (영원히 기억할게)

뛰어 달아나 숨이 찰 때까지
모든 건 단 하나, 니가 한 댓가지
너 좀 봐라봐 미칠 것만 같지
눈물에 콧물에 꼴 한 번 사납지 (Woh~) 
이거는 알아둬
니가 내게 줬던 모멸과 수치
에 비하면 어림 반푼어치
도 아냐 그러니까 애처럼 울지 좀 마

이대로 이야기가 끝일까
마음 다 놓지는 마, 너 말이야
또 다시 내 눈에 넌 잡힐까
눈앞에 띄지 마라, 너 말이야

보이지도 않게, 들리지도 않게,
이름도 바꿔버려

(So) don’t you wanna kill me?

좁은 세상이야, 쉽진 않을 거야
사랑은 포기하길, 너 말이야"
536,Shadow (그림자),비스트(Beast),"Shadow Shadow Because I'm a shadow shadow shadow

Ha, Rainy Cloudy No light Darkness 
day N Night 너 떠나버린
그때부터 어쩌면 Maybe 내 존재 자체가 없어졌지
Back in the day 화창한 날씨 화려한 불빛
항상 네 곁에 있었지 내가 있었지 내가
Cause I'm shadow shadow shadow

Give me the light light light
You are ma ma ma sunrise 
너 없는 난 아무것도 아냐
넌 내 마지막 You're my last 
언제까지나 You're my last
네가 불길이라도 난 뛰어들게

너와 나의 저 하늘을 검게 물들인 
저 이별을 어서 지워줘
더이상 내가 다가갈 수 없게 
너를 바라볼 수 없게
네 곁에 머물고 싶어
Because I'm a shadow shadow shadow

간절하게 원하고 있는데 
눈부셨던 그때로 나 돌아갈래
그림자처럼 항상 함께였던 
아름다운 네 미소가 날 비추던
Because I'm a shadow shadow shadow

Early in the morning 
오늘도 역시 The sun is hiding
빛은 사라졌지 널 데리고서 저 저 멀리로
Cause I'm shadow shadow shadow

Give me the light light light
You are ma ma ma sunrise 
너 없는 난 아무것도 아냐
넌 내 마지막 You're my last 
언제까지나 You're my last
네가 불길이라도 난 뛰어들게

너와 나의 저 하늘을 검게 물들인 
저 이별을 어서 지워줘
더이상 내가 다가갈 수 없게 
너를 바라볼 수 없게
네 곁에 머물고 싶어
Because I'm a shadow shadow shadow

간절하게 원하고 있는데 
눈부셨던 그때로 나 돌아갈래
그림자처럼 항상 함께였던 
아름다운 네 미소가 날 비추던
Because I'm a shadow shadow shadow

Erase erase 잊어 지워 이젠 이젠 싫어 미워
Fall fall fallin' down faded faded faded
I'm not a vampire not a night ghost
어둠 속에 흐느껴 네 이름 부르고
우리가 다시 함께 하기를 기다려
Cause a shadow shadow shadow

Oh 너를 잊는다는 건 나 역시 지워진다는 걸

너와 나의 저 하늘을 검게 물들인 
저 이별을 어서 지워줘
더이상 내가 다가갈 수 없게 
너를 바라볼 수 없게
네 곁에 머물고 싶어
Because I'm a shadow shadow shadow

간절하게 원하고 있는데 
눈부셨던 그때로 나 돌아갈래
그림자처럼 항상 함께였던 
아름다운 네 미소가 날 비추던
Because I'm a shadow shadow shadow
Because I'm a shadow shadow shadow"
537,24시간이 모자라,선미,"24시간이 모자라 너와 함께 있으면 너와 눈을 맞추면
24시간이 모자라 내가 너를 만지고 니가 나를 만지면
24시간 우우우 24시간
24시간 우우우 24시간

시간이 너무나 빨리 가 너와의 하루가 
일분 같아 난 미칠 것 같아 
아쉬워 아쉬워
너에게 갈 때는 달려가 떠나야 할 때는 
발이 안 가 떨어지질 않아
아쉬워 아쉬워

널 보고 있으면 모든 걸 다 잊어버려 
니가 나를 가득 채워
널 안고 있으면 모든 게 완벽해 
이대로 영원히 있고 싶어

손길이 닿으면 전기가 온몸에 퍼져서 
눈을 감아 나 어쩌면 좋아
미쳐가 미쳐가
마실수록 목이 더 말라 맛볼수록 
몸이 더욱 찾아 나 빠져들어가 
미쳐가 미쳐가

널 보고 있으면 모든 걸 다 잊어버려 
니가 나를 가득 채워
널 안고 있으면 모든 게 완벽해 
이대로 영원히 있고 싶어

처음 느껴본 감정이라서 끝없이 빠져드는 게 무서워
하지만 그게 너라면 니가 나를 잡아주면
두렵지 않아 난 계속 가고 싶어
24시간 24시간 24시간 24시간"
538,Do You Love Me,2NE1,"D.O. Y.O.U. L.O.V.E. M.E
D.O. Y.O.U. L.O.V.E. M.E
D.O. Y.O.U. L.O.V.E. M.E
D.O. Y.O.U. L.O.V.E.
DO YOU?
 
Do you love me?
Do you love me?
Do you love me like the way I love you babe?

Do you love me?
Do you love me?
Do you love me like the way I love you babe?
 
예감이 딱 맞아들었어
널 만났던 첫날부터
아무도 가질 수 없었던
내 맘을 사로잡았어
 
난 월 화 수 목 금 토 일 그대만 생각해
아침 점심 저녁 새벽 온종일 애타게
결론은 결국 L O V E is What I say
난 너란 바다에 푹 빠진 것 같애
 
나 혼자만의 착각일까
넌 나와 같다 믿고 싶어
 
누구도 헤아릴 순 없지만
너에게 묻고 싶어
 
D.O. Y.O.U. L.O.V.E.
DO YOU?
 
Do you love me?
Do you love me?
Do you love me like the way I love you babe?

Do you love me?
Do you love me?
Do you love me like the way I love you babe?

기막힌 우리의 만남이
뻔한 착각은 아니겠죠 
꽉 막힌 답답한 내 맘을
흔들어줘요 ROCK N ROLL
 
널 첨 본 순간부터 이미 내 심장은 K.O
아무리 멋진 누가 날 원한대도 I SAY NO
넌 나의 맘의 열쇠
너에게만 날 열게
이번이 마지막 사랑이야
날 떠나가지마
 
나 혼자만의 착각일까
넌 나와 같다 믿고 싶어
 
누구도 헤아릴 순 없지만
너에게 묻고 싶어
 
D.O. Y.O.U. L.O.V.E. M.E
D.O. Y.O.U. L.O.V.E. M.E
D.O. Y.O.U. L.O.V.E. M.E
D.O. Y.O.U
 
Do you love me?

삶의 끝까지 같이 할 수 있을 것 같아
우주 끝까지 함께 해 손을 놓지마
삶의 끝까지 같이 할 수 있을 것 같아
우주 끝까지 함께 해 손을 놓지마
 
Do you love me?
 
Do you love me?
Do you love me?
Do you love me like the way I love you babe?

Do you love me?
Do you love me?
Do you love me like the way I love you babe?"
539,NoNoNo,Apink (에이핑크),"슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 
언제나 힘이 되줄게  

내가 힘이 들 때 내게 다가온 그대
살며시 내게로 와 입맞춰준 그대
마치 마법처럼 날 감싸준
정말 이런 기분 처음이야

가끔씩은 그대도 힘든가요
그렇게 혼자 슬퍼하면 어떡해
하나둘씩 불이 꺼져가는 공간 속에
내가 널 비춰줄게 (Oh)

슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 
언제나 힘이 되줄게  

꿈이 많던 그댄 너무 떨리던 그때에 
수많은 시련 속에 기적을 바랬고
갈수록 불어오는 바람에 흔들리는 모습 처음이야
오랫동안 많이도 참았나요
아무말 않고 고개 떨구면 어떡해 
하나둘씩 곁을 떠나가는 세상 속에 
내가 널 비춰줄게 (Oh)

슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 
언제나 힘이 되줄게

가장 내게 힘이 돼주었던
나를 언제나 믿어주던 그대
다들 그만해 라고 말할 때
마지막 니가 바라볼 사랑 이젠 내가 돼줄게

슬퍼하지마 No No No 혼자가 아냐 No No No
언제나나나 내게 항상 빛이 돼준 그대
내 손을 잡아요 이제 지금 다가와 기대 (I love you)
언제나 힘이 되줄게"
540,U & I,에일리(Ailee),"Wait a minute Wait a minute 
말 잘라 미안한데
왜 이러니 왜 이러니 자꾸 똑같은 말
우리 중 하난 먼저 얘기해야 돼
여기서 우리 그만 끝내

이제 그만 싸우고 싶어 하루도 
그냥 넘어가는 일이 없어 
내 하루가 의미 없어
1분 1초도 웃을 일 없어 
더는 자신이 없어 오늘은 내가 말할래

네가 어디서 뭘 하던 상관 안 할래 
가던 말던 네 맘대로 해
매번 지겹도록 반복되는 everyday 
U & I U & I U & I

Wait a minute Wait a minute 
내게서 떨어져줄래 
왜 이러니 왜이러니 이 손 놓고 말해 
몇번을 들어도 네 말은 거기서 거기
Tired of all your lies and excuses 
now just get out my face

되돌릴 수 없어 예전으로 
남보다 못한 사이가 됐어 
우린 서로 부담이 됐어
너말곤 내게 아무도 없어 
더는 상관이 없어 그냥 너에게 말할래

네가 어디서 뭘 하던 상관 안 할래 
가던 말던 네 맘대로 해
매번 지겹도록 반복되는 everyday 
U & I U & I U & I

네가 없는 이 곳에 남겨진 내가 
울고 있을 거라 생각하겠지만
나는 괜찮아 반복될 일 없을 테니까 
너와 나 여기서 그만

네가 어디서 뭘 하던 상관 안 할래 
가던 말던 네 맘대로 해
매번 지겹도록 반복되는 everyday 
U & I U & I U & I"
541,오늘따라 보고싶어서 그래,다비치,"오늘 따라 그냥 좀 보고 싶어서 그래
내가 알고 있던 그 모습 그대로 잘 지내는지
너무 걱정은 마 그냥 미련이 조금 남아서
혼자라서 그래 기분도 울적해 생각이 났나봐
다시 올까 너 다시올까 설레이던 어느 밤
불꺼진 방안에 밤새도록
기다리다 널 기다리다 참 많이 울었어
다시 만나도 아닐 걸 난 아니까
기다리다 널 기다리다 정말 니가 너무 싫은데
아직 너 하나에 울고 웃는 내가 싫어
오늘따라 그냥 좀 보고 싶어서 그래
바람도 시원해 날씨가 좋으니 괜히 더 그러네
시간이 좀 더 지나면 한번쯤 다시 볼 수 있을까
좋은 사람 만나 행복하게 되면 날 잊어버릴까
끝이라고 다 끝이라고 생각하면 할수록
니가 너무나 보고 싶어서 또 난
기다리다 널 기다리다 참 많이 울었어
다시 만나도 아닐 걸 난 아니까
기다리다 널 기다리다 정말 니가 너무 싫은데
아직 너 하나에 울고 웃어
보고 싶어 너 보고 싶어 참 많이 울었어
아무리 애를 써도 넌 안 오니까
그래도 나 더 기다리면 계속 너만 그리워하면
한번쯤은 날 볼 것 같아서 널 기다려
오늘 따라 그냥 좀 보고 싶어서 그래"
