,노래제목,가수,가사
269,Love You For A Long Time,Maggie Rogers(매기 로저스),"Came in like a vision from the old west wind
 Like a bright new dream that I was stepping in
 I saw your face and I knew it was a sign
 And I still think about that moment all of the time

 You know that I could never make this up
 I found the reason I'm not giving up
 I felt the fever and I knew he was mine
 Oh I, I'm gonna love you for a long time

 And in the morning when I'm waking up
 I swear that you're the first thing that I'm thinking of
 I feel it in my body, know it in my mind
 Oh I, I'm gonna love you for a long time
 I'm gonna love you for a long time
 I'm gonna love you for a long time

 Oh, I never it, yeah, you took me by surprise
 While I was getting lost so deep inside your diamond eyes
 So many things that I still wanna say
 And if devotion is a river, then I'm floating away

 And in the morning when you pick me up
 And all the world is quiet, tip the mourning dove
 I feel it in my body, know it in my mind
 Oh I, I'm gonna love you for a long time
 I'm gonna love you for a long time
 I'm gonna love you for a long time

 Ooh, don't slow down now, gonna break me down
 Keep your hands in my hair, keep your mouth on my mouth
 Don't slow this down, never let me go
 Baby, don't you wanna see how far this thing can go?

 And in the morning when you wake me up
 I know that forever could never be enough
 I feel it in my body, know it in my mind
 Oh I, I'm gonna love you for a long time
 I'm gonna love you for a long time
 I'm gonna love you for a long time
 For a long time

 Oh, I'm gonna love you for a long time
 Ooh, I'm gonna love you for a long time
 Yeah, I'm gonna love you for a long time
 Won't you keep me, let me love you for a long time?
 For a long, long, long, long time
 I'm gonna love you for a long time"
270,Bonfire,Peder Elias,"Hit me up
I'll come and get you at the train station
Head down the 405
Two o'clock
I drop you off down at your grandparents
I'll park my car say hi
And baby tonight we'll have a good time
Forget all of our troubles
Close our eyes and let go
I don't mind if we get our drinks on
Your mama may not like
It but I sure as hell will
And when the sun goes down
We'll meet up by the bonfire baby
The moon's gon' be crazy
'Cause I think I'm in love with you
Gather all of your
Friends bring a bottle of gin
Make the neighbors go mad
Just doing what we do
We'll be dancing
To songs from the old days
Swing from the trees
Bend all the rules 'cause
We just love how it feels
By the bonfire baby
The moon's gon' be crazy
'Cause I think I'm in love with you
Morning come
We'll swim away our hangover
And wash our sins away
Driving home
I'll let you DJ in my Range Rover
Oh man I love this place
And baby tonight we'll have a good time
Forget all of our troubles
Close our eyes and let go
I don't mind if we get our drinks on
Your mama may not like
It but I sure as hell will
And when the sun goes down
We'll meet up by the bonfire baby
The moon's gon' be crazy
'Cause I think I'm in love with you
Gather all of your
Friends bring a bottle of gin
Make the neighbors go mad
Just doing what we do
We'll be dancing
To songs from the old days
Swing from the trees
Bend all the rules 'cause
We just love how it feels
By the bonfire baby
The moon's gon' be crazy
'Cause I think I'm in love with you
And we all sing
Ooh ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh
Ooh ooh ooh (By the bonfire)
Ooh ooh ooh ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh ooh ooh ooh
Let's meet up by the bonfire baby
The moon's gon' be crazy (Haha)
'Cause I think I'm in love with you"
271,Backseat (Kiss Me),Jutes,"Kiss me, like ain't nobody watching
Swing, swing, you swing around my head
Catch me, and I'll take off the mask
Won't let another moment slip through my hands, woah

Kiss me in the backseat of my new Tahoe
Listening to static on the radio
Smoke some, hold it in
We might never get the chance to live again
Looks like the world is ending
Yeah, so kiss me

Yeah, maybe I shouldn't drive
We could post up here for the night
Faded off those big brown eyes
Cooped up with you is my vibe, yeah (Yeah)
I was cynical turned me to a believer (Hey)
Turn the heat up to a hundred degrees, yeah (Ooh)
And I'm new to love but you said, ""I'ma teach ya"" (Ayy)
I'ma give you the sauce like I'm making pizza (Sauce)
I been waiting all my life to
Find a little bad one I could give my life to
Screaming, ""Hallelujah,"" how did I find you?
'Cause you got that body but I want your mind too
This feels like a movie in the 80's
Dirty dancing on me like I'm Patrick Schwayze
Now we in the Chevy things are getting crazy
Yeah, so baby
(Won't you-)

Kiss me in the backseat of my new Tahoe
Listening to static on the radio
Smoke some, hold it in
We might never get the chance to live again
Looks like the world is ending
Yeah, so kiss me

Yeah, following the vibe, no time for questions
Used to over think, a second guesser
You got me on autopilot like a Telsa
On a s*x drive and you cut the tension
Yeah, you love the taste of my tattoos
Yeah, and your girlies say that I'm bad news
Yeah, from the second we met, had to have you
So let me ask you, is this what you imagined? Yeah
'Cause I never thought this would happen, yeah
Now the whole world's going up in flames
But right now nothing matters
(Won't you-)

Kiss me in the backseat of my new Tahoe
Listening to static on the radio
Smoke some, hold it in
We might never get the chance to live again
Looks like the world is ending
Yeah, so kiss me"
272,Sunshine,Kidd G,"I know we're in the moment
Let's do it till the morning
Sunshine, don't know what's going on right now
I know we're in the moment
We can do it till the morning
Sunshine, don't know what's going on right now

She ain't never been out the county lines
Let's leave it all behind
This little light of mine, she gon' shine
She ain't never seen expensive things
Gold chains with the diamond rings
Sunshine, you're brighter than the 4th of July

Oh-whoa, sunshine you're the one for me
Let me show you all the things you ain't never seen
Sunshine you're the light I need
And you're shining in a way no one else can see

I know we're in the moment
Let's do it till the morning
Sunshine, don't know what's going on right now
I know we're in the moment
We can do it till the morning
Sunshine, don't know what's going on right now

She's got that pop, that crackle
Hold up, lemme grab my saddle
Scarier than a rattlesnake's rattle
And she goes harder than the horns
Running through tall grass with thorns
New blue jeans, yeah they torn
Our deer stand, layin out corn
You're my sunshine after it pours

Sunshine you're the one for me
Let me show you all the things you ain't never seen
Sunshine you're the light I need
And you're shining in a way no one else can see

I know we're in the moment
Let's do it till the morning
Sunshine, don't know what's going on right now
I know we're in the moment
We can do it till the morning
Sunshine, don't know what's going on right now"
273,Pink Lemonade,Johnny Stimson,"Find a little spot in the shade
Pink lemonade
Pink lemonade
Everything is going my way
Pink lemonade
Pink lemonade
I take a sip and I'm in heaven
The dopamine is drippin on my brain
Imagination's at eleven
Reality is gonna fade away
I might go to monte carlo
I might spend a million bucks
Floating down the riviera
Now I'm elon musk
Find a little spot in the shade
Pink lemonade
Pink lemonade
Everything is going my way
Pink lemonade
Pink lemonade
Rollin' in my black bugatti
Everything is a okay
Find a little spot in the shade
Sipping sipping sipping
The world is crumbling around me
I hardly notice it at all
Maybe I'll chill and make a grilled cheese
And go walk around the mall
Cause when I'm sippin' on the magical juice
I'm willy wonka and
I'm swimming through the colorful hues
Life is really just a lemon
That you don't get to choose
And that's alright
I know what to do
Find a little spot in the shade
Pink lemonade
Pink lemonade
Everything is going my way
Pink lemonade
Pink lemonade
Rollin' in my black bugatti
Everything is a okay
Find a little spot in the shade
Sipping sipping sipping
Poolside with the queen of sheba
Now I've got the royal flush
Nothing in the world is sweeter
Got that sugar rush
I find a little spot in the shade
Pink lemonade
Pink lemonade
Everything is going my way
Pink lemonade
Pink lemonade
Rollin' in my black bugatti
Everything is a okay
Find a little spot in the shade
Sipping sipping sipping
Pink lemonade
Pink lemonade
Pink lemonade
Pink lemonade"
274,Somewhere,Hauskey,"Sometimes sometimes I wanna lose it
Give away all my stuff for free
And go somewhere in the distance
'Cuz sometimes nothing really makes sense
And I wanna ditch all this and leave
Somewhere in the distance somewhere
Somewhere the sky is green
And the oceans are made of
Cookies and cream yeah
Where every drink is your first
And every song is the best you have heard
And it's always 5pm
On a Saturday night (Yeah yeah)
And you're not always thinking of everything
You could've got right
Sometimes sometimes I wanna lose it
Give away all my stuff for free
And go somewhere in the distance
'Cuz sometimes nothing really makes sense
And I wanna ditch all this and leave
Somewhere in the distance somewhere
Somewhere the future's bright
And you don't have a billion things
On your mind
Oh where sun doesn't set
So there's never a day that you forget
And it's always 5pm on a Saturday night
(Yeah yeah)
And you're not always thinking of everything
You could've got right
Sometimes sometimes I wanna lose it
Give away all my stuff for free
And go somewhere in the distance
'Cuz sometimes nothing really makes sense
And I wanna ditch all this and leave
Somewhere in the distance somewhere"
277,Life Goes On,Bryce Vine,"Life goes on when the lights go out
All things up gotta come back down
I'll end up strange if I don't go crazy first
Life goes on when the lights go down
I need more than just dreams
To take me outta this feeling
Need more than just tears
To fill this glass bath to half
And I'm sore from tattoos
I shoulda known wouldn't heal me
And I'm finding some peace
In starting wars with myself
Life goes on
Life goes on
No free will without the choice
How you gonna scream without the voice?
I can't think around the noise
It gets hard to avoid
It all gets harder to avoid
No free will without the choice
How you gonna scream without the voice?
I can't think around the noise
Life goes on when the lights go out
All things up gotta come back down
I'll end up strange if I don't go crazy first
But life goes on when the lights go out
I need more than just dreams
To take me outta this feeling
Need more than just tears
To fill this glass bath to half
And I'm sore from tattoos
I shoulda known wouldn't heal me
And I'm finding some peace
In starting wars with myself
Life goes on
Life goes on
No free will without the choice
How you gonna scream without the voice?
I can't think around the noise
It gets hard to avoid
It all gets harder to avoid
No free will without the choice
How you gonna scream without the voice?
I can't think around the noise
Meet me after midnight
Crawl up on the rooftop
Candles burning up like stars in every sky
Keep me in your thoughts like
Words we try to live by
Verbalizing something hardest to describe
No free will without the choice
How you gonna scream without the voice?
I can't think around the noise
It gets hard to avoid
It all gets harder to avoid
No free will without the choice
How you gonna scream without the voice?
I can't think around the noise
Life goes on
Life goes on"
279,Life,X Lovers,"Today I don't really like this
Today I've only got one wish yeah
I wish I could explain
Mhmm yeah
Today I'm feeling pretty useless
Today don't know if I can do this
I wake up and I say oh
What is it about this life
That makes me wanna die
Why do I always lose
When all I do is try
What is it about this life
Oh my my I'm getting tired
Swear my head could start a fire
(Oh my my oh my my oh my my yeah)
Another day will I feel better
For now goodbye it's been a pleasure
(Oh my my oh my my)
So what is it about this life
That makes me wanna die
Why do I always lose
When all I do is try
What is it about this life
Today I don't really like this
Today I've only got one wish yeah
I wish I could explain
Mhmm yeah
Today I'm feeling pretty useless
Today don't know if I can do this
So I wake up and I say oh
What is it about this life
That makes me wanna die
Why do I always lose
When all I do is try
What is it about this life"
280,Yellow Hearts,Ant Saunders,"She put my name with yellow hearts
Her favorite color like the stars
I didn't listen very hard
When she told me she
was crazy from the start
She put my name with yellow hearts
Yeah she did
I said she was a work of art
Work of art
I didn't listen very hard
Very hard no no
When she told me she
was crazy from the start
I drive down open roads so slow
Here comes a train I'll let it go
Ain't got nobody on my phone
Don't like being all alone
Don't like being all alone
Not good at keeping with the trends
No no
Too good at welcoming amends
It's been a while since
I've heard her say
That we were more than friends
Oh
Oh I I I I know a lot is going on
But girl please tell me
And I'll let you be
Are you still with me or not
She put my name with yellow hearts
Her favorite color like the stars
I didn't listen very hard
When she told me she
was crazy from the start
She put my name with yellow hearts
Yeah she did
I said she was a work of art
Work of art
I didn't listen very hard
Very hard no no
When she told me she
was crazy from the start
She put yellow hearts around my name
I thought they were all just the same
To you what do they really mean
Have you only been playing games
I'm by the garden with the carpenter bees
Like I'm bob ross in'
with a harden beard
Taking it all in like I
got no issues in my nature
Primroses blooming in the night
Birds wanna take me on a flight
Appreciating my land 'fore it
turns into a glacier
Chasers are of no good use
This taste will be long endured
Why'd you have to go so soon
I thought this was as good as new
She put yellow hearts around my name
I thought they were all just the same
To you what do they really mean
Have you only been playing games
She put my name with yellow hearts
Yeah she did
Her favorite color like the stars
Like the stars
I didn't listen very hard
Very hard no no
When she told me she
was crazy from the start
She put my name with yellow hearts
She put yellow hearts around my name
I said she was a work of art
I thought they were all just the same
I didn't listen very hard
To you what do they really mean
When she told me she
was crazy from the start
Have you only been playing games
Have you only been playing games
No no"
281,Afterglow,Ed Sheeran(에드 시런),"Stop the clocks it’s amazing
You should see the way the light dances off your hair
A million colours of hazel, golden and red
Saturday morning is fading
The suns reflected by the coffee in your hand
My eyes are caught in your gaze all over again

We were love drunk waiting on a miracle
Trying to find ourselves in the winter snow
So alone in love like the world had disappeared
Oh I won’t be silent and I won’t let go
I will hold on tighter ‘til the afterglow
And we’ll burn so bright ‘til the darkness softly clears

Oh I will hold on to the afterglow
Oh I will hold on to the afterglow

The weather outside’s changing
The leaves are buried under six inches of white
The radio is playing, Iron & Wine
This is a new dimension 
This is a level where we’re losing track of time
I’m holding nothing against it, except you and I 

We were love drunk waiting on a miracle
Trying to find ourselves in the winter snow
So alone in love like the world had disappeared
Oh I won’t be silent and I won’t let go
I will hold on tighter ‘til the afterglow
And we’ll burn so bright ‘til the darkness softly clears

Oh I will hold on to the afterglow
Oh I will hold on to the afterglow"
282,"love, or the lack thereof",Isaac Dunbar,"I close myself off in hopes of your love
Not my fault that I crave every attention
I want your tough love and all the bad stuff
Not the best, yeah, I know

But I check my phone, and shut it off
If you're alone, come shut me up

(Thought you were mine, love)
I'll dream about your fingers on me
You’ll tell me that I'm wrong
 (Thought you were mine, love), oh
I’ll tell myself you'll always want me
You say I think too much 
but I thought you were mine, love


All of my friends say 
you're no good for me
I don't carе, I'm aware
 that I'm wrong 'cause
I love attеntion, toxic retention
I don't care that I'm wrong


'Cause I check my phone
And shut it off 
(Shut it off, shut it off, hey, hey, hey)
If you're alone, come shut me up 
(Shut me up, shut me up)

(Thought you were mine, love)
I'll dream about your fingers on me
You’ll tell me that I'm wrong 
(Thought you were mine, love), oh
I’ll tell myself you'll always want me
You say I think too much 
but I thought you were mine, love


If I'm all yours, then take me back
If I'm all yours, then take me back
Take me back, take me back


I want it to be so badly,
 I wanted to be so badly
What you see in me, 
what you see in me (Oh-oh)
I want it to be so badly,
 I wanted to be so badly
What you see in me


Thought you were mine, love
I'll dream about your fingers on me
You’ll tell me that I'm wrong 
(Thought you were mine, love), oh
I’ll tell myself you'll always want me
You say I think too much 
but I thought you were mine, love
If I'm all yours 
(I want it to be so badly, I wanted to be so badly)
Then take me back
 (What you see in me, what you see in me)
If I'm all yours 
(I want it to be so badly, I wanted to be so badly)
Then take me back (What you see in me)
Take me back, take me back"
283,Is It Just Me?,Sasha Alex SloanCONNECT 아티스트,"Is it just me?
 Is it just me?

 I hate holding babies
 And people tryna save me
 Think religion is a business
 Where you pay for God's forgiveness
 Modern art is boring
 Politicians are annoying
 I don't think love lasts forever
 And old music was better

 Am I just high or am I kinda right?

 Is it just me or does anybody
 Feel the way that I feel?
 They're just not being real
 Tell me, is it just me or is anybody
 Thinking all the same shit?
 They're just not saying it
 Or is it just me?

 (Is it just me?)
 Is it just me?
 (Is it just me?)

 Weddings are outdated
 The show Friends was overrated
 I think rich kids have it easy
 And PDA is creepy
 The Internet's obnoxious
 People my age make me nauseous
 I think marijuana's classy
 And doing coke is trashy

 Am I just high or am I kinda right?

 Is it just me or does anybody
 Feel the way that I feel?
 They're just not being real
 Tell me, is it just me or is anybody
 Thinking all the same shit?
 They're just not saying it
 Or is it just me?

 (Is it just me?)
 Is it just me?
 (Is it just me?)

 (I) should probably bite my tongue, but
 (I) can't be the only one, yeah
 (I) should probably bite my tongue, but
 (I) can't be the only one

 Oh, is it just me or does anybody
 Feel the way that I feel?
 They're just not being real
 Tell me, is it just me or is anybody
 Thinking all the same shit?
 They're just not saying it
 Or is it just me?

 (Is it just me?)
 Is it just me?
 (Is it just me?)

 (I) should probably bite my tongue, but
 (I) can't be the only one, yeah
 (I) should probably bite my tongue, but
 (I) can't be the only one"
284,Serendipity,Albert Posis,"You came out of nowhere
Caught my eye by surprise
And I think that you've been heaven sent
Beauty is flarin' rock what you're wearin'
So damn fine I keep on swearin'
You're the only one for me
Fell in love unexpectedly
We ain't gotta rush this is destiny
Every time I see you baby
It's so hard to speak
Girl this ain't no accident
Yeah I swear we're meant to be
What'cha doin' to me?
What I'm feeling is so unreal
And baby you give me butterflies
Feels like I'm flyin' song's never dyin'
So damn fine I keep on sighin'
You're the only one for me
Fell in love unexpectedly
We ain't gotta rush this is destiny
Every time I hold you baby
My knees get so weak
Girl this ain't no accident
Yeah I swear we're meant to be
There might be people
Who just don't understand
How two could fall for each other
Simply by chance
But it's god who put us here
'cause he had a plan
Don't gotta fuss just trust in us
And let me be your man
Fell in love unexpectedly
We ain't gotta rush this is destiny
Every time I kiss you baby
My heart skips a beat
Girl this ain't no accident
Yeah I swear we're meant to be
Said I swear we're meant to be
Damn I just wanna be with you
Girl this ain't no accident
Yeah it's serendipity"
285,SOMEONE'S SOMEONE,몬스타엑스(Monsta X),"Maybe this is crazy
Crazy just to wonder
Wonder if there someone meant for you
Sunshine when it's raining
Raining over lovers
Lovers in the shade of color blue
Is there someone want to give it all
We all wanna be someone's
Wanna be someone's someone
With somebody we can't live without
We all wanna be someone's
Wanna be someone's someone
Someone we can't live without
So completely perfect
Perfect with no reasons
Reasons are for people
You're meant to lose
Someone full of secrets
Secrets in the shadows
Shadows with excuses
Breaking through
But is there someone want to give it all
We all wanna be someone's
Wanna be someone's someone
With somebody we can't live without
We all wanna be someone's
Wanna be someone's someone
Someone we can't live without
Someone we can't live without
Someone we can't live without"
287,Dishes,Lauv(라우브)CONNECT 아티스트,"Sweet dreams and the best for you
I’m done getting stressed for you
I wash my hair out in the shower
But something still remains
A feeling that’s so strange
And now I can’t stop

Dishes in the kitchen
And dancing in the rain
You’re singing in the shower
Your hair stuck in the drain
A party on the weekend and everyone is here
But it feels so weird without you

Dishes in the kitchen
And dancing in the rain
You’re singing in the shower
Your hair stuck in the drain
A party on the weekend and everyone is here
But it feels so weird without you

I wonder if the stars aligned if it would still be you and me
I want to say that I’m alright the truth is that I’m so much sad
I crashed my car the other night inside the strangest dream I had (and I wonder what it means and I wonder what it means)

Dishes in the kitchen (hmm yeah)
And dancing in the rain (oohh)
You’re singing in the shower (hmm yeah)
Your hair stuck in the drain (oooh oooh)
A party on the weekend (woo) and everyone is here (ooh)
But it feels so weird without you

Without you, without you, without you
Without you, without you, without you
Without you

Dishes in the kitchen
And dancing in the rain
You’re singing in the shower
Your hair stuck in the drain
A party on the weekend and everyone is here
But it feels so weird without you"
288,Something Has to Change,The Japanese House,"You caught the same train
And you took it back
To the same place
You're back where you started
It's the same thing
You keep trying to do something different
Over and over again
Something has to change
Something has to change
Something has to change
And it's the same thing
You're repeating yourself
And it's the same girl who's giving you hell
And it's the same face
Your heart keeps breaking in the same place
Something has to change
Something has to change
Something has to change
Something has to change
Something has to change
And it's the same thing
You're repeating yourself
And it's the same girl who's giving you hell
And it's the same face
Your heart keeps breaking in the same place
Something has to change
Something has to change
Something has to change
Something has to change
And you look back
You're going 'round in circles
Your world feels just the same
Your heart keeps breaking in the same way
Something has to change
Something has to change
Something has to change
Something has to change
Something has to change
Something has to change
Something has to change
Something has to change"
289,Casual,Jesse Barrera(제시 바레라),"We can take the long way
We'll get there even if
It takes all night
We'll talk until the morning
Don't tell me that
You're fine if you're not fine
And if it's only pleasure that
You're seeking
Then I'll be penciling you in
For the weekend
Forget about the white noise
It's chocolate and pajamas
Till the whole world fades
Just right
Yes please
We can sink into the sofa
For the whole week
Just right
Easy
If we could just break down
Break down these walls
Over some take out
Don't you worry bout
Nothing at all
I can get to know you
We can take it slow
Savor every moment
Keep it on the low
Baby just let go
And we can keep
His whole thing casual
Yeah yeah yeah
Well take it back to the beginning
When we first met
I find it funny how you hit me
With the silence
Said lady whats the deal
Cuz I'm diggin' your sex appeal
But now when I'm with you I feel
Just right
Yes please
Girl we could kick it at the crib
For like the whole week
Just right
At ease
I'll give you what you need
If we could just break down
Break down these walls
Over some take out
Don't you worry bout
Nothing at all
I can get to know you
We can take it slow
Savor every moment
Keep it on the low
Baby just let go
And we can keep
This whole thing casual
Relaxation til
We take it to the limit
Meditation til we let it all go
Lazy days and hazy nights
And new beginnings
If you love me won't you say so
(Girl won't you say so)
Relaxation til we take it to the limit
Meditation til we let it all go
Lazy days and hazy nights
And new beginnings
Baby we can keep it casual
Relaxation til we take it to the limit
Meditation til we let it all go
Lazy days and hazy nights
My head is spinning
If you love won't you say so
Relaxation til we take it to the limit
Meditation til we let it all go
Lazy days and hazy nights
And new beginnings
We can keep it casual"
291,Eyes,Ollie,"I notice you
Suddenly, I can't blink, I play it cool
Try to finish my drink, I wanna know
I wanna know what you thinking, what you thinking
Was 'bout to leave, now I think I might stay
Don't usually ever come to this place
Don't wanna go 'cause my mind's been racing


And I think I'm ready to fall if you let me
I say it's time I make my move
I know there's plenty
But you're unlike anybody that I ever knew


I just wanna fall for you
Can't keep my eyes off of you
Falling for you
I just wanna fall for you
Can't keep my eyes off of you
It's true


Just need someone when the going gets tough
If love's a drug, I always take too much, I'm losing trust
I'm losing trust in this feeling, this feeling
I had enough being stuck in this ride
Overthought all the things that I love
I've been hurt way too much




And I think I'm ready to fall if you let me
I say it's time I make my move
I know there's plenty
But you're unlike anybody that I ever knew


I just wanna fall for you
Can't keep my eyes off of you
Falling for you
I just wanna fall for you
Can't keep my eyes off of you
It's true
I just wanna fall for you
Can't keep my eyes off of you
Falling for you
I just wanna fall for you
Can't keep my eyes off of you
It's true

It's true, yeah"
292,peanut butter,easy life(이지 라이프),"I'm a go getter so I go and got her
I'm an introvert superstitious globetrotter
She's a do gooder could do much better
She matched her blue eyes
To her blue sweater
We had some good food some good weather
But I'm a paranoid by default sun setter
And now we're never running on time
It must be something in our star sign and I
Put some serious thought into my outfit
I hope you notice
And it won't be long 'til I show circuit
I hope you know this
I only came for peanut butter
Channel surfing in the covers
Dreaming of the leafy suburbs
I'll keep her in my kitchen cupboard
Through the summer we'll be lovers
I hope you know you're front runner
'Cause there's no prize for second best
Our modern day scenarios
Fruit loops goodbyes and cheerios
See you later maybe never
My girl is strong enough to micro dose
And she don't have to wear a sugar coat
Such a privilege
That she steps inside my anecdote
And I can't fuck with no one else
I put some serious thought into my outfit
I hope you notice
I only came for peanut butter
Channel surfing in the covers
I'm dreaming of the leafy suburbs
I'll keep her in my kitchen cupboard
Through the Summer we'll be lovers (Yeah)
I hope you know you're front runner
'Cause there's no prize for second best"
293,always,keshi,"(Lend me your ears)

Hey
Where'd you go?
Could've sworn that you were sleepin' over

Say
I don't know
But I thought that we were starting over

Like we always do
Like we always do
Was I a fool
To think that we always would

(Yes or no, this is your last chance,
no beating around the bush)

Gone
Not a trace
And it's almost like it never happened

No
Not the same
Guess it hurt me more than I imagined

We always do
Like we always do
Was I a fool
To think that we always would

Like we always do
Like we always do
Was I a fool
To think that we always would"
294,Down for You,Cosmo's Midnight(코스모스 미드나잇),"You said we'd just drop by but
I wasn't invited
You'd already decided
That I was coming too
I can't stand all these people
All trying to please you
They don't even see you
The way I do
2am haven't left
No one cares
Just me I guess
But I can't leave you
I wasn't gonna say nothing
But I'm about to break something
How you gonna take all of my time
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
Yeah I can't find the patience
For all the conversations
And all of these blank faces
I should leave I haven't yet
But when you smile I just forget
But I can stay a while I guess
I wasn't gonna say nothing
But I'm about to break something
How you gonna take all of my time
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
I'm so down for you
So down for you
For you
I'm so down for you
So down for you (For you)
For you"
295,LEMONS (feat. kennedi),Shawn Wasabi,"I just gotta be honest
I don't like the way she dresses
Or the way that she pronounce her Ses
And I'm just sayin' what they thinking
'Cause they don't they don't know you no
Like I know you no
I'm not tryna be pretentious
But we know what we had was the bestest
Now you're hidin'
Behind white picket fences
And she know she don't know you no
Like I know you no
Not that I'm supposed to be
Nice and everythin'
On some feminism shit yeah
Not that it's not for me
Maybe it's jealousy
Maybe it's not
I just think she's kinda ugly
I'm not trying to be cruel
But the way she calls you hubby
Before the altar alters you uh
And you know
I'm not tryna waste your time
But I know if I had some
I would change your mind
I just think she's kinda ugly
And that she's not the one for you
Let's not get this confused
Look at her and look at you (Yeah)
She'll mess up your genetic pool
And I would never do that
I would just improve that
Not that I'm supposed to be (Oh)
Nice and everythin' (Oh)
On some feminism shit yeah
Not that it's not for me (Oh)
Maybe it's jealousy
Maybe it's not
I just think she's kinda ugly
(I just think she's kinda ugly)
I'm not trying to be cruel
(I'm not trying to be cruel)
But the way she calls you hubby
Before the altar alters you uh
And you know
I'm not tryna waste your time
But I know if I had some
I would change your mind
I just think she's kinda ugly
And that she's not
The one for you for you
I don't know if I'm like
More concerned or confused
That's the thing
It just doesn't make any sense
But why?
Why would you do that though? Like
I just think she's kinda ugly
I'm not trying to be cruel
(Don't need to? Why?)
But the way she calls you hubby
(It just seems unnecessary to me it's fine)
Before the altar alters you
(I'm not even mad about it
I'm not mad not even mad)
And you know
I'm not tryna waste your time
But I know if I had some
I would change your mind
I just think she's kinda ugly
And that she's not the one for you"
296,Girl,Alexander 23,"Hey I know we just met but
Girl tell me all of your secrets
From the darkest to the deepest uh
I would love to know
What's underneath those curls
I've got 21 questions
How could someone of your essence uh
End up in my arms
I'm not gonna lie to you
I'm a little suspicious
Are you really mine
Or are you someone else's missus?
This feels way too good to be true
And when that's the instance
It usually is usually is is is
Girl tell me all of your secrets
From the darkest to the deepest uh
I would love to know
What's underneath those curls
I've got 21 questions
How could someone of your essence uh
End up in my arms
You left me a voicemail
Didn't know I had a voicemail
Now I listen to it
When I wanna hear your voice girl
You're my favorite type of smell
That I have ever inhaled
You know you're a star
Know you're a star star star
Girl tell me all of your secrets
From the darkest to the deepest uh
I would love to know
What's underneath those curls
I've got 21 questions
How could someone of your essence uh
End up in my arms
Baby bring the beat back in
Girl girl girl girl
Girl g g girl girl
End up in my"
297,Going Up The Coast,Clay And Friends,"I was going up the coast
In a minivan that broke
Like my voice when I told you I was leaving
Pack my bag up, sick of home
Never homesick on the road
In my room by the moon with no ceiling

I drivin' in a van that was older than
I and I, plus 5, heading' kanye west
I fell off the edge of Argentina
Better than drowning in gin
Ain't got no saint to blame instead
Of my reflection, so I dreamt
I packed it all like Anderson
To end up where it all began
 ·
I was going up the coast
In a minivan that broke
Like my voice when I told you I was leaving
Pack my bag up, sick of home
Never homesick on the road
In my room by the moon with no ceiling
 -
Used to want to live in Brooklyn
With a view from my apartment
No more homies on the block like
On the corner like a stop light
I'm a ghost they never notice
Never showed up for the showbiz
Took it back to the beginning (ye, ye, ye)
When I knew why I was singing
 ·
I was going up the coast
In a minivan that broke
Like my voice when I told you I was leaving
Pack my bag up, sick of home
Never homesick on the road
In my room by the moon with no ceiling
 -
Brown sugah, she called me,
The last time we spoke
This hard rive, gone save me
She answered, I know

I was going up the coast
In a minivan that broke
Like my voice when I told you I was leaving
Pack my bag up, sick of home
Never homesick on the road
In my room by the moon with no ceiling

I was going up the coast
In a minivan that broke
Pack my bag up, sick of home
In my room by the moon with no ceiling"
298,Summertime Madness,Chris James,"Get up and grab your bags
We'll catch a flight right out of here
I've got no plans and
Got no reason not to disappear
Let's leave our problems 'cause
I'm hyped for us to spend some time
Far far away no troubled minds
I've been waiting yeah so damn patient
You saw me lately I couldn't take it
No motivation over saturation
I been going crazy
So let's dip into suertime madness
Oh I'm so done with wintertime sadness
Hope we'll get better suertime madness
Let's say goodbye to wintertime
Sadness yeah wintertime sadness
I'm clueless
I still don't know
What I really want in life
Put that on hold oh
I don't care I wanna go outside
I'm in the light
I think my worries just went up in smoke
I found a way for me to cope
I've been waiting yeah so damn patient
You saw me lately I couldn't take it
No motivation over saturation
I been going crazy
So let's dip into suertime madness
Oh I'm so done with wintertime sadness
Hope we'll get better suertime madness
Let's say goodbye to wintertime
Sadness yeah wintertime sadness
So let's dip into suertime madness
Oh I'm so done with wintertime sadness
Hope we'll get better suertime madness
Let's say goodbye to wintertime
Sadness yeah wintertime sadness (Oh)"
