,노래제목,가수,가사
195,Forever Humble,Blxst,"What the hook gon' be?
I don't need no fuckin' hook on this beat
Only singin' nigga still
Good on these streets
Get a foreign whippin' still pushin' on E I
Came a long way from
Nights we didn't eat (Shee)
Came a long way from 75th street
Candy house trappin'
I need everything sweet
But I can't say what happened
On the back of them streets ayy
Fast forward crackin' but
The package ain't cheap I
Know my true to power but I became to be
I had to really pay the cost
I never waived the fee
Now it's everything designer
Where my hanger be
I just really want the monеy
Fuck the fame to me
Guess it come with it
It really ain't no thang to me
Now they lovin' it
I'm really finna flame the streets
I'm forever humble
For every road they paved for me
Now the big bag on me
No big homies
No co sign just the Evgle Gang only
Bino my brudda
Won't forget what you told me
6tape mixtape but classic facts only
They want us to double back
Wouldn't be surprised if part
Two got a fuckin' plaque
'Cause we them guys and we
The truth and we brought it back
It's Westside 'til I die
Hope you quotin' that yeah
Ain't no holdin' back
Givin' out sauce
Gotta go dolo but it's No Love Lost (Shee)
No middle man I'm what the whole plug cost
We pandemic dealin' me and Vic young bosses
Lessons ain't losses
Blessings on blessings
On blessings keep fallin'
Labels keep callin'
Karl what they talking 'bout?
'Cause if it ain't some
Tickets then we walkin' out
If it ain't some tickets then we walkin' out
What the hook gon' be? (Yeah ayy)
I don't need no fuckin'
Hook on this beat (Ayy)
Only singin' nigga still
Good on these streets
(Still good on these)
Get a foreign whippin' still pushin' on E I
Came a long way from
Nights we didn't eat (Shee)
Came a long way from 75th street
Candy house trappin'
I need everything sweet
But I can't say what happened
On the back of them streets ayy
Ayy
Forever humble"
196,20 Something,SZACONNECT 아티스트,"How you ain't say you was movin' forward?
Honesty hurts when you're gettin' older
I gotta say I'll miss the way you need me yeah
Why you ain't say you was gettin' bored?
Why you ain't say I was fallin' short?
How you lead me out so far away?
How could it be?
20 something all alone still
Not a thing in my name
Ain't got nothin' runnin' from love
Only know fear
That's me ms 20 something
Ain't got nothin' runnin' from love
Wish you were here oh
Stuck in them 20 somethings
Stuck in them 20 somethings
Good luck on them 20 somethings
Good luck on them 20 somethings
But god bless these 20 somethings
(God bless oh god bless oh
God bless oh god bless oh)
Hopin' my 20 somethings won't end
Hopin' to keep the rest of my friends
Prayin' the 20 somethings
Don't kill me don't kill me
Weird took us so long to separate
I feel it's permanent like a riptide this time
Waves crashing fast I try
Think of the past please stay
How could it be?
How could it be?
20 something all alone still
Not a phone in my name
Ain't got nothin' runnin' from love
Only know fear
That's me ms 20 something
Ain't got nothin' runnin' from love
Wish you were here oh
Stuck in them 20 somethings
Stuck in them 20 somethings
Good luck on them 20 somethings
Good luck on them 20 somethings
But god bless these 20 somethings
(God bless oh god bless oh
God bless oh god bless oh)
Hopin' my 20 somethings won't end
Hopin' to keep the rest of my friends
Prayin' the 20 somethings
Don't kill me kill me
(God bless oh god bless oh
God bless oh god bless oh)
(God bless oh god bless oh
God bless oh god bless oh)
(God bless oh god bless oh
God bless oh god bless oh)
And if it's an illusion
I don't want to wake up
I'm gonna hang on to it
Because the alternative is an abyss
Is just a hole a darkness a nothingness
Who wants that? You know?
So that's what I think about ctrl
And that's my story and I'm stickin' to it
That was beautiful mommy that was perfect"
197,what's wrong with me?,Dhruv,"Found me a boy who does everything right
Knows me generously calls me late
in the night when I'm down
Oh I found me a man with an exquisite mind
He's a world of bright color
when he hears these songs
and the sounds (Sounds)
But I don't wanna spend another moment
Acting like it's everything when we kiss
Tripping like I didn't know something's amiss
in my heart
Oh I refer you to the gods the heavens
Let me fall in love with this gentleman
Tell me why my mind keeps
wandering to other guys
What's wrong with me?
What's wrong with me?
What's wrong with me? Oh no no no
What's wrong with me?
Get you someone who tells you
what you're worth
Picks you up from the bottom
and scrubs off the dirt with his hands
Oh found me a love that feels stable and safe
But I'm starting to wonder
if I need the chase of a man
And I don't wanna spend another moment
Lying to a boy who don't deserve it
Telling empty words
that I never meant in my life
And I thought
that this would be a sweet dream
Tell me was Monday reality?
Boy you did so good it's all on me this time
What's wrong with me?
(What's wrong with me?)
What's wrong with me?
What's wrong with me? Oh no no no
What's wrong with me?
I'm so sorry I'm so sorry
You deserve better
I'm so sorry I'm so sorry
You deserve better
I'm so sorry"
198,Floating (feat. Khalid),Alina Baraz(알리나 바라즈),"2am and I'm still breathing
Staring at my thoughts floating up
To the ceiling
I'm swimming in everything you said
I'm thinking 'bout jumping in instead
I've got you skinny dipping deep
Inside my head
It's in the way you see
You know what I need
It's in the way that you're holding me
Bringing me close
You know that I won't let go
You've got me on repeat (Repeat)
You've got me in a dream (A dream)
I let my worries go soon
As you come through the door
Thinking 'bout what it'd be like to be yours
Every time you move
You're looking like you're dancing
I think that you could have it
(Ooh ooh)
Everything you do
I want to do it with you
Don't ever want to miss you
Woah oh
You do you do you do
You do you do you do you do
It's in the way you touch me
I don't know much about love
But I'll keep on checking my phone to see
When you're home
Or when you want me to pull up (Ah)
We're one in the same
You got me caught in a daze (Oh no)
I love it when you say my name real slow
All my love is yours
I'm swimming in everything you said
I'm thinking 'bout jumping in instead
I've got you skinny dipping deep inside my head
(Inside my head)
Every time you move
You're looking like you're dancing (Dancing)
I think that you could have it (You can)
(Ooh ooh)
Everything you do
I want to do it with you (With you)
Don't ever want to miss you
Woah oh
You do you do you do
You do you do you do you do
2am and I'm still breathing
Staring at my thoughts floating up
To the ceiling"
199,pov,Ariana Grande(아리아나 그란데)CONNECT 아티스트,"It's like you got superpowers
Turn my minutes into hours
You got more than 2020 babe
Made of glass the way you see through me
You know me better than I do
Can't seem to keep nothing from you
How you touch my soul from the outside
Permeate my ego and my pride
I wanna love me
The way that you love me
Ooh for all of my pretty
And all of my ugly too
I'd love to see me from your point of view
I wanna trust me
The way that you trust me
Ooh 'cause nobody ever loved me like you do
I'd love to see me from your point of view
I'm getting used to receiving
Still getting good at not leaving
I'm love you even though I'm scared
Learnin' to be grateful for myself
You love my lips 'cause they say the
Things we've always been afraid of
I can feel it startin' to subside
Learnin' to believe in what is mine
Primis Player Placeholder
I wanna love me
The way that you love me
Ooh for all of my pretty
And all of my ugly too
I'd love to see me from your point of view
I wanna trust me
The way that you trust me
Ooh 'cause nobody ever loved me like you do
I'd love to see me from your point of view
I couldn't believe it or see it for myself
Boy I be impatient but now I'm out here
Fallin' fallin' frozen slowly
Fallin' got me right
I won't keep you waitin'
All my baggage waitin' safely
And if my eyes deceive me
Won't let them stray too far away
I wanna love me
The way that you love me
Ooh for all of my pretty
And all of my ugly too
I'd love to see me from your point of view
I wanna trust me ooh
The way that you trust me baby
'Cause nobody ever loved me like you do
I'd love to see me from your point of view
Yeah"
200,Stars are made of Dreams,Cruz,"The galaxies inside me
Wonder where you are now
But the way you look upon me
Makes me feel upside down
Where do you want me girl?
Where do you want me girl?
Oh there's no holding back
We've already got so far
We do more than that
Breaking more than my heart
Oh
Can we wait?
Till the stars align?
Coz
Stars are made of dreams
Won't you come and follow me?
Baby I can turn around
Maybe you're the one I found girl?
So come lets fall asleep
Back to where we used to be
Oh the night will come to me
Coz the stars are made of dreams girl
Don't bother me now
It's underneath how
We're holding it down
It's only you now
Look at the stars girl
It's only you and I
Look at the stars girl
It's only you and I
Oh there's no holding back
We've already got so far
We do more than that
Breaking more than my heart
Oh
Can we wait?
Till the stars align?
Coz
Stars are made of dreams
Won't you come and follow me?
Baby I can turn around
Maybe you're the one I found girl?
So come lets fall asleep
Back to where we used to be
Oh the night will come to me
Coz the stars are made of dreams girl
Stars are made of dreams
Won't you come and follow me?
Baby I can turn around
Maybe you're the one I found girl?
So come lets fall asleep
Back to where we used to be
Oh the night will come to me
Coz the stars are made of dreams girl"
203,Blu,BENEE,"Mm mm
Don't look pretty when I cry
Do you feel bad when you lie?
You weren't helping me no
You'd make me feel so small
When I lost you
Nothing was good
No longer happy anymore
Had to let it go
Ooh I thought I found the one
But clearly I was blue (Babe)
Blue
Why would I stay?
You forced me away
You were nice 'til you were not
We always fought
Fought a lot
I wonder why you took so long
To realize that the love was gone
Never ever felt so bad
Ooh I thought I found the one
But clearly I was blue (Babe)
Blue
Ooh ooh ooh
Mm mm mm
Ooh"
205,Jealous,Johnny Yukon,"Ooh ooh ooh ooh
You found your way to the sun
The deep end
I'm lost inside of this town
I'm leaving
Oh and I'm on my own
At night when I'm all alone
And someone said
You left your feet on the ground
And I couldn't tell if you'd come back around
And I wonder where you been sleeping now
So I lie in my bed
And you run through my head
'Cause
(Ah ah ah ah ah ah ah ah ah ah)
I'm jealous
(Ah ah ah ah ah ah ah ah ah)
'Cause I'm
(Ah ah ah ah ah ah ah ah ah ah)
I'm jealous
(Ah ah ah ah ah ah ah ah ah)
Caught my head stuck in the sand
I'm wasting
I look for you when you land
I'm chasing you down
And I'm on my own
In the night when I'm all alone
And someone said you're getting over me
And I couldn't tell if I should believe
And I wonder who you been letting in
So I lie in my bed and I'm lost in my head
'Cause
(Ah ah ah ah ah ah ah ah ah ah)
I'm jealous
(Ah ah ah ah ah ah ah ah ah)
'Cause I'm
(Ah ah ah ah ah ah ah ah ah ah)
I'm jealous
(Ah ah ah ah ah ah ah ah ah)
I'm jealous
I'm jealous"
207,My Luv (feat. Bibi Bourelly),RINI,"Baby when's the last time you've been touched
And chills hit your spine?
You look like you could use a reminder
I wanna make you
Forget everything for now now
Lay down your body baby
Let me take you all the way (Ooh ooh ooh)
I I'ma give you my love tonight
I I'ma do whatever you like
(I'ma do whatever baby)
I I'ma give you my love tonight
I I'ma do whatever you like
(I want you to tell me)
The way you think about me
When you're alone
How I'm still on your mind when I leave
Now now oh (Ooh ooh ooh)
I I'ma give you my love tonight
(Give you my love tonight)
I I'ma do whatever you like
(I'ma do whatever baby)
I I'ma give you my love tonight
(I'ma give you my love)
I I'ma do whatever you like
(I want you to tell me)
I'ma do all I can (I)
I'ma give you my love (I)
I'ma do I'ma do I'ma do all I can
Girl (Ooh ooh ooh ooh ooh)"
208,TODAY,Q(큐),"Ooh some days the pain still stays
Makes you feel helplessness
Time again away from friends
Isolation settles in
Someday we'll be good I pray
But how far away is someday?
Some days I make mistakes
Countless talking about myself
Time again I stay away
Much confusion settles in oh
Some days I fall
But I will press towards the future one day
It gets hard for me to breathe
In a world where I cannot see
What is wrong with me
Lord help me
Some days I make the same mistakes
It gets complicated quickly
When it starts to feel in vain
Then I just go to my vices
That makes me aware
Of everything that makes me numb
And I just hold it in my chest
But will I ever get a time
When I'll be alright to be all by myself?
Oh oh my
Some days I let it be
But I'm underneath my sheets crying out
Out yeah crying
Constant pressure
But I press on for the future some day
Oh constant anger
But I press on for the future one day
Oh oh constant anxious
But I press on for the future one day
And I pray that day will come today"
211,So,Christian Kuria,"It's so classic
One to one
We keep up the fight but never get enough
I don't tell you
How it feels
I just walk away assuming time will heal
Baby oh
I just wanna make sense of it all
I can't take the silence when you're gone
I'd fall right back to you
All you'd have to do is just say so
Say so
Picking battles
Keeping score
I tried all the things I never would before
I know well that
Time won't bend
Watch it fade away as anger settles in
Baby oh
I just wanna make sense of it all
I can't take the silence when you're gone
I'd fall right back to you
All you'd have to do is just say so
Say so
I know that I let you down
We could never turn back now
I don't wanna go
Changing on my own
I know that I let you down
You could never love me now
Baby don't you go
Changing on your own
Baby oh"
212,all ur fault,ASTN,"(pre)
girl this is all ur fault
how did we get here
i wish that we could talk
but u just disappeared
girl this is all ur fault
i never should of stayed
thought that u would change
but u just ran away
tell me how that feels

(chorus)
girl this all ur fault
oh ooh ooh
girl this is all ur fault
oh ooh ooh

(verse 1)
i thought u would change i was wrong
ppl never change just move on
but we both made mistakes
i’m learning from my ways
and u just can’t relate
give it up
all the habits u been picking up
damn i used to be so into u
someone tell me what the difference was
maybe i just didn’t give enough
or maybe u just didn’t give a fuck
how was i ever that into u
(how was i ever)

(pre)

(chorus)"
213,It's Been a Little Heavy Lately,Joesef,"Where'd you go?
I just want to look in your eyes
Caught up in your fever dream
The hate between us making me high
Where'd you go?
All I got is you on my mind
I'm coming up easy
Don't care if she sees me
I need you tonight
You know I've been fucked up, crazy
It's been a little heavy lately
But you're the only one who could save me
I know that isn't fair, I know that isn't fair
Why is it my heart is open?
Only when the red light's glowing?
But I'll be yours until the morning
I know that isn't fair, I know that isn't fair
Where'd you go?
I've been looking for you all night
Kissing in the alleyway
Your missus is still dancing inside
Where'd you go?
Can you feel the drip in the lies?
I'm coming up easy
Don't care if she sees me
I need you tonight
You know I've been fucked up, crazy
It's been a little heavy lately
But you're the only one who could save me
I know that isn't fair, I know that isn't fair
Why is it my heart is open?
Only when the red light's glowing?
But I'lI be yours until the morning
I know that isn't fair, I know that isn't fair
Wonder why you're acting surprised
'Cause when you kiss her, you know something's missing
You know that it feels different with me
I guess it must be hard for a guy to look her in the eye
When it's me who's giving you what you need
You know I've been fucked up, crazy
It's been a little heavy lately
But you're the only one who could save me
I know that isn't fair, I know that isn't fair
Why is it my heart is open?
(Why is it my heart is open)
Only when the red light's glowing?
(Only when the red light's glowing?)
But I'II be yours until the morning
(I'll be yours until the morning)
I know that isn't fair, I know that isn't fair"
216,Everybody’s Gonna Love Somebody,Alfie Templeman,"Sweet nostalgia
Lost inside you
Is she living
Does she feel blue
Have you ever
Seen the sunshine
Will she ever
Get to be mine

Everybody’s gonna love somebody
But if it ain’t you then I’ll love nobody
I just wanna go and hold somebody
Everybody’s gonna love somebody

Losing our spark
Every day
You turn to me
And I hear you say

Everybody’s gonna love somebody
But if it ain’t you then I’ll love nobody
I just wanna go and hold somebody
Everybody’s gonna love somebody
Everybody’s gonna love somebody
But if it ain’t you then I’ll love nobody
I just wanna go and hold somebody
Everybody’s gonna love somebody

Everybody’s gonna love somebody
But if it ain’t you then I’ll love nobody
I just wanna go and hold somebody
Everybody’s gonna love somebody
Everybody’s gonna love somebody
But if it ain’t you then I’ll love nobody
I just wanna go and hold somebody
Everybody’s gonna love somebody"
217,Smokin blue,팔칠댄스 (87dance),"Sleepin on the cloud
What your colors bro
Sleepin on the cloud
What your colors bro
I am summer but you like a fall
What you wanna do
Yeah we take it slow
Sleepin on the cloud
What your colors bro
Sleepin on the cloud
What your colors bro
I am summer but you like a fall
What you wanna do
Yeah we take it slow
I don't want to try
Now I'm smokin
Smokin blue play always always
Now I'm just stay away away I see you
I see you wonder each other
Don't be hiding ma shadow
Cuz we ain't to different
We ain't to same oh yeah
I see the window outside
I see that girl smokin blue like a sky
I feel like a love fallin to ocean
Please let me know deep blue emotion
I see the window outside
I see that girl smokin blue like a sky
I feel like a love fallin to ocean
Please let me know deep blue emotion
Sleepin on the cloud
What your colors bro
Sleepin on the cloud
What your colors bro
I am summer but you like a fall
What you wanna do
Yeah we take it slow
I see the window outside
I see that girl smokin blue like a sky
I feel like a love fallin to ocean
Please let me know deep blue emotion
I see the window outside
I see that girl smokin blue like a sky
I feel like a love fallin to ocean
Please let me know deep blue emotion
Dararadadada"
218,Pontiac (Acoustic),Mat Kearney(맷 카니),"I used to worry about nothing
Said I'd never grow up, and
I fell in love and it was enough until it wasn't
I used to dream that we could make it
But now I'm workin' on a paycheck
And the voice on the line says I'm doing fine
Can you tell that I'm faking?


And we watched our friends play the same old game
And we all pretend that we're okay
When we wanna say


Take me back to the time when getting old was turning twenty-five
The single CD that you burned me, you playеd it back
The way we laugh, windows down
Rolling 'round the south sidе of town
On your flip phone, you told your dad, no, you wouldn't crash
Maybe we went too fast
In your Pontiac


My mama worried about my marriage
But now I'm worried about my parents
You could try to run from what runs in your blood
But you still gotta share it



And we watch our friends play the same old game
And we all pretend that we're okay
When we wanna say


Take me back to the time when getting old was turning twenty-five
The single CD that you burned me, we played it back
The way we laugh, windows down
Rolling 'round the south side of town
On your flip phone, you told your dad, no, you wouldn't crash
Maybe we went too fast
In your Pontiac


I used to worry 'bout real life
Until I fell into your eyes
I fell in love and it was enough to make me realize


You take me back to the time when getting old was turning twenty-five
The single CD that you burned me, we played it back
The way we laughed, windows down
Rolling 'round the south side of town
On your flip phone, you told your dad, no, you wouldn't crash
Maybe we went too fast

In your Pontiac"
219,nowhere to hide,Kamal.,"All of this money don't make sense
All of this money can't pay my dues
I just want some of your patience
Stay with my body like face tattoos
Maybe I'll send a location
Maybe I'll put all this blame on you
Blame on you
Then it's dark
And the world goes quiet
And you don't feel right
But your friends aren't there
Those empty sounds
Don't let me drown
I've been listening to the same old songs again
I've been wishing
I could change up make amends
I've been living in the corners of my mind
I know I could run but there's nowhere to hide
Weather don't do me no favors
I spent all summer inside my bed
Scribblin' lyrics on pages
I spent all summer inside my head
That's where I'm feeling my safest
That's how I'm filling my time instead
Those empty sounds
Don't let me drown
I've been listening to the same old songs again
I've been wishing
I could change up make amends
I've been living in the corners of my mind
I know I could run but there's nowhere to hide
I've been listening to the same old songs again
I've been wishing
I could change up make amends
I've been living in the corners of my mind
I know I could run but there's nowhere to hide
No there's nowhere to hide
No there's nowhere to hide
I know I could run but there's nowhere to hide"
221,People on Vacation (Feat. Marle Thomson),Anthony Lazaro,"I guess we're probably not ready yet to settle
And It's too early to plan a trip together
And I guess an invitation would be forward anyway
We’ll be two people meeting casually on vacation
Trying to make the most
Of the situation
Somehow you’ll accidentally stay in the bedroom
Next to mine
So we'll bump
Every night and every morning
Into each other
A-ha
We'll relive the surprise
Of being together
Like casual lovers
A-ha
I'll just stop by and
Strike a conversation
I will sit with you and ask for information
And I will tell some stupid jokes
If I feel you're looking blue
We will be wearing strictly
Casual dressing
When we travel our encounters are a blessing
Cause I will always end up
Sitting xext to you
So we'll bump
Every night and every morning
Into each other
A-ha
We'll relive the surprise
Of being together
Like casual lovers
A-ha
So we'll bump
Every night and every morning
Into each other
A-ha
We'll relive the surprise
Of being together
Like casual lovers
A-ha"
222,Tattoo On Your Hand,DeloriansCONNECT 아티스트,"It started like a fiction
We met when we were drunk
And you made fun of me for how I dance
And the shitty old band
Then you were holding my hand
Said baby need a friend
You took me to your place just to fix your
Your broken heart
The next day you were gone
I'm a silly little boy
I haven't got the chance to say I love
That tattoo on your hand
I don't even know your name
But maybe you're everything that I want
You're prolly halfway around the world
But baby oh you're still in my head
I might just be a fool for you
Still hopin' I could see you again
I hate that I still
Think of you
That little tattoo on your hand"
225,Just Sayin/I Tried,The Internet(디 인터넷)CONNECT 아티스트,"Rock babe, rock babe, rock babe, rock babe
I don't love you no more Rock babe
I don't love you no more Rock babe
I don't love you no more Rock babe
I don't love you no more Rock babe

Used to be you and me, young and in love
Honestly used to think love was enough
Tell me what it gotta be
To put you out from under me
To beat you all up under me
You already moved on
Was in love with you for too long

Yeah I'm just sayin'
Yeah I'm just sayin' girl
I'm not trying to hurt your feelings
But I gotta say girl

You fucked up
Now I don't even want you
Can't believe I wrote another song about you
You fucked up
You made another mistake
Now you know that I'm not the type
that you can replace
You fucked up
Now I don't even want you
And I noticed that I'm better off without you
You fucked up
Now that I got some cash flow
And I have everything that I've ever asked for
You fucked up
You're talkin' like 
you got a shot changin' my mind
But I know better than that, 
you're wasting your time

Tell me what it gotta be
To put you out from under me
To beat you all up under me
You already moved on
Was in love with you for too long

Yeah I'm just sayin' sayin'
I'm just sayin' girl
I'm not trying to hurt your feelings
I gotta say girl

You fucked up
Now I don't even want you
Can't believe I wrote another song about you
You fucked up
You made another mistake
Now you know that I'm not the type 
that you can replace
You fucked up
Now I don't even want you
And I noticed that I'm better off without you
You fucked up
Now that I got some cash flow
And I have everything that I've ever asked for
You fucked up
You fucked up
You fucked up
Don't be calling on my phone no more, please
You fucked up
Sober, peace
You fucked up

I don't love you no more
I don't love you no more
I don't love you no more
I don't love you no more
I don't love you no more
I don't love you no more

Got a letter from an old friend the other day
Crumpled up, had a scent reminiscent of May
Said she's doing just fine, 
that I've been on her mind and
That she wishes that I never ever went away

I gave it all I had
Just to let it go
But you should know that I tried
I tried
I tried
I tried
Just know that I tried
That I tried
I tried
I tried
Got a call from an old friend the other night
He said that he just saw you and you're living a lie
We were always best friends
It all came to an end and things change
One day I hope you realize

I tried
I tried
I tried
I tried
Girl, I tried
Yeah, I tried
I tried
I tried

Maybe one day
We'll find common ground
When the weather's warm
And the trees are green
Maybe when leaves start falling
Maybe then we'll find ourselves together again

That's it my seeds are there in your garden
I fell in love with smoke and mirrors
The spring I guess we'll see if we blossom
Or are we just fallen petals
Is it autumn

Maybe one day
We'll find common ground
When the ocean's cold
And the pigs all fly
Maybe when the sky starts falling"
226,15th Floor,PREP(프렙),"Johnny knows just what I like
Special number one and a couple of sides
I'm checking out this weekend
I'm just not feeling it
I've got the balcony
My piece of the sky
Thought I heard the door
But there's no one outside
I need to get my head checked
'Cause with you gone
There's almost nothing left
Guess I've hit that time of life
When I need some quiet nights
On my own
Man this city's too much for me
Too many cars to count them
Too many days that look the same
Too many nights without you
It's a long way up to the 15th floor
Too many miles behind me
Too many times when nothing's changed
Too many nights without you
It's a long way up to the 15th floor
I've gotta stop buying this shit
Ordered twenty shirts and none of them fit
I need to take a rain check
But then someone calls
And you're back inside my head
Guess I've hit that time of life
Watching TV late at night
On my own
Man it's getting so hard to sleep
Too many cars to count them
Too many days that look the same
Too many nights without you
It's a long way up to the 15th floor
Too many miles behind me
Too many times when nothing's changed
Too many nights without you
It's a long way up to the 15th floor
I need some time some empty space
Somewhere with an ocean view
The simple life the slower pace
Way up on the 15th floor
Too many cars to count them
Too many days that look the same
Too many nights without you
It's a long way up to the 15th floor
Too many miles behind me (Too many times)
Too many times when nothing's changed
Too many nights without you
It's a long way up to the 15th floor
I need some time some empty space
Somewhere with an ocean view
The simple life the slower pace
Way up on the 15th floor"
227,Moody,Maye,"It's so strange
Usually the things we say
Aren't what we really mean to say
Who's to blame?
We spin round in circles 
You'd think that by now 
We'd make a different shape

I'll put my best foot forward
I'll trace my steps back
I'll lean a little closer just to take a whiff of that
You seem a bit distracted a little off track
You'll turn the light on
I'll set you right back

You do me, when I'm feelin' moody
We don't say excuse me, when we fight
You seduce me, when I'm feelin' moody
You know how to do it, just right
Just right

Why don't we set up by the side so we
Can see if we were really meant to be
Seems to me
We put on a show but only we know 
what goes on behind the scenes

I'll put my best foot forward
I'll trace my steps back
I'll lean a little closer just to take a whiff of that
You seem a bit distracted a little off track
You'll turn the light on
I'll set you right back

You do me, when I'm feelin' moody
We don't say excuse me, when we fight
You seduce me, when I'm feelin' moody
You know how to do it, just right
Just right

You do me, when I'm feelin' moody
We don't say excuse me, when we fight
You seduce me, when I'm feelin' moody
You know how to do it, just right
Just right"
228,Radio,Oscar Welsh,"I've been thinking 'bout you lately
She don't really touch
And she don't really love like me
But I don't really care
I've been thinking bout you lately
She don't really touch
And she don't really love like me
But I don't really care
We've been jamming 98 2
I know that you just want to play tunes yeah
She don't like the radio
Now I'm tryna get the A U X
I'm sorry I'm a teenage mess
I don't like the radio silence
Ears need healing
Locked in my bedroom
Cooking up feelings
Maybe we could run away
Maybe we could run away
I've been thinking 'bout you lately
She don't really touch
And she don't really love like me
But I don't really care
I've been thinking 'bout you lately
She don't really touch
And she don't really love like me
But I don't really care
I've been thinking bout the highs and the lows
I just wanna let you know
I still listen to the radio
I just wanna make my tunes
Locked in my bedroom
She only likes the top tune
Blue swede hooked on a feeling
She's so sweet though
Sweet like Riesling
Maybe we could run away
Maybe we could run away
I've been thinking 'bout you lately
She don't really touch
And she don't really love like me
But I don't really care
I've been thinking 'bout you lately
She don't really touch
And she don't really love like me
But I don't really care"
230,IFYIS,Jennifer Chung(제니퍼 청),"Thinking of every mistake
Sick of the give and the take
So what is new?
Just waiting in queue
You've done unto me what was done unto you
It's hard to forget but I get confused
Trying to be strong and yet I still lose
I'll never ever get a chance to go back in time
Even if I did
I don't know if I'd like what I'd find
Feel an intervention coming
It must be divine
I forgive you for the things
That you're not sorry for
I forgive the way
You always seem to ask for more
I forgive the days
You walked away and left me cold
I forgive you
I'm sorry it took this long
Sometimes I wish you were there
To show me you cared
So many things I wanted to share
All of those times it didn't feel fair
But pressure it makes a diamond so rare
I'll never ever get a chance to go back in time
Even if I did
I don't know if I'd like what I'd find
Feel an intervention coming
It must be divine
I forgive you for the things
That you're not sorry for
I forgive the way
You always seem to ask for more
I forgive the days
You walked away and left me cold
I forgive you
I'm sorry it took this long
I just wanna say now
I forgive you I'm sorry
I forgive you I'm sorry
I forgive you I'm sorry
I forgive you I'm sorry
I forgive you I'm sorry
I forgive you I'm sorry
I forgive you I'm sorry
I forgive you I'm sorry"
231,Right Side Of My Neck,Faye Webster,"Who said you can't change your haircut
But it looks good anyway
I kinda wonder where you got it
And I doubt you even paid
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
I wonder if you got home
But we just said goodbye
You looked back at me once
But I looked back two times
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you
The right side of my neck
Still smells like you"
232,Party Sickness,Hope Tala,"[Verse 1]
You keep coming closer to me or is it in my head?
Just some wishful thinking
Probably not anybody's business what we do with all our time
Dancing, drinking, and causing mischief
Off the Malbec, that shit's delicious
Can't make promises that I'll behave this time (This time)

[Pre-Chorus]
Causing drama
I know I should be smarter than that
Don't want bad karma
But it's getting harder and harder not to come down with

[Chorus]
Party sickness
Yeah, that party sickness
Sometimes, I get that party sickness
I got party sickness
It's my fault 'cause I always listen
Yeah, I always listen to the devil on my shoulder
Yeah, I just come down with—

[Verse 2]
Watching people messing around
Music thumping, getting too loud
Floorboards shaking, I feel the sound
Carry my feet up off the ground
Hand on my back guiding me through
The crowd of faces straight back to you
Of all the places I could make a scene (A scene)
This one will do



[Pre-Chorus]
Causing drama
I know I should be smarter than that (I should be smarter than that)
Don't want bad karma
But it's getting harder and harder not to come down with

[Chorus]
Party sickness
Yeah, that party sickness (Party sickness)
Sometimes, I get that party sickness
I got party sickness
It's my fault 'cause I never listen
No, I never listen to the angel on my shoulder
Yeah, I just come down with—

[Bridge]
(Party sickness, party sickness)
Yeah, yeah, I just come down with—
(Party sickness, party sickness)
Yeah, yeah, I just come down with—
(Never listen, never listen)
Yeah, yeah, I just come down with—
(The angel on my shoulder and I)
I just come down with—

[Pre-Chorus]
Causing drama
I know I should be smarter than that (I should be smarter than that)
Don't want bad karma
But it's getting harder and harder not to come down with"
233,Seven,Men I Trust,"In the shadows he saw four eyes, lit by fire
Fire
He’d never done that with a lover before
Before
Meanwhile everyone else got lost in quiet
By the river
Seeking for more, of course he found better

He saw them, they saw him
But everyone just kept on going
What he saw was different
He should have gone to bed
But instead he stuck around for the mood

In the shadows he saw four eyes, lit by fire
Fire
He’d never done that with a lover before
Before
He was seeking for more
Either early or too late, it was number seven
And it happened
High like a bird with his beak through the window

He saw them, they saw him
But everyone just kept on going
What he saw was different
He should have gone to bed
But instead he stuck around for the mood

He saw them, they saw him
But everyone just kept on going
What he saw was different
He should have gone to bed
But instead he stuck around for the mood

He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more
He was seeking for more"
