,곡인덱스,앨범인덱스,가수인덱스,가수명,곡명,앨범명,가사,장르,곡시간,앨범발매일,계절/시간,장소/상황,감정
26,33422729,10594875,454001,크루셜스타 (Crucial Star),직감 (Luv Intuition) (Prod. Kenichiro Nishihara),Cherry Blossom,왠지 그런 직감이 와요 나는 내가 제일 잘 알죠 누군가를 제대로 알기 전엔 설레일 일 없는 타입이죠 근데 그댄 달라요 나는 그댈 잘 알지 못하는데도 yeah 나의 영혼이 끌려가는 느낌 it was all a dream 그댈 본 순간에 비로소 펼쳐진 real world 폭죽이 터진 뒤 맞이한 기적 Luv Intuition 다가올 내 하루들의 new religion 시커먼 내 캔버스 위에 분홍빛의 사랑이란 물감을 넌 풀어해치네 나의 playlist 위에 빼곡했던 우울한 노랫말들이 전부 가면을 벗네 이제 나의 펜이 적어내려갈 글귀 그댈 위한 사랑의 시 내 사랑의 시 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 baby 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 난 잘 맞을 것만 같은 똑같을 것만 같은 공감할 것만 같은 위로될 것만 같은 MBTI도 맞출 수 있을 것만 같아요 함께할 것 같아요 왠지 그런 직감이 와요 난 너의 눈은 맑은 하늘 같아 새가 되어 그 속에서 날고파 나를 보며 웃을 땐 flute 소리가 나지 그 연주를 들으며 잠에 들고파 확신으로 찬 사랑이 없다면 다 무의미할 뿐이야 봄이나 벚꽃이나 하지만 그대는 날 기대하게 만들어 내일의 날씨와 온도까지도 다 나는 바보가 되어가요 발 밑의 클로버 잎 수를 세어봐요 천장을 그대 모습으로 채워봐요 혹시 힌트를 준 건 없나 되뇌어봐요 난 내 취향도 기억이 안나고 전부 초기화가 되었죠 you are the answer 못 잊겠어 귀여운 tattoo chuck taylor conversation and your scent huh 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 baby 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 난 잘 맞을 것만 같은 똑같을 것만 같은 공감할 것만 같은 위로될 것만 같은 MBTI도 맞출 수 있을 것만 같아요 함께할 것 같아요 왠지 그런 직감이 와요 난 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 baby 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 왠지 그런 직감이 와요 난,랩/힙합,209,2021-04-20,,,
27,33423497,10595054,2749421,정동원,황금별,사랑의 콜센타 PART51,아주 먼 옛날에 한 왕이 아들과 함께 살았다네 세상을 두려워하면서 늘 왕자 걱정에 잠 들 수가 없었지 성벽을 높이고 문도 굳게 닫았네 어느 날 바람결에 실려 온 그리움 혼자 있는 왕자에게 속삭였네 북두칠성 빛나는 밤에 하늘을 봐 황금별이 떨어질 거야 황금별을 찾기 원하면 인생은 너에겐 배움터 그 별을 찾아 떠나야만 해 왕은 말하곤 했지 이 세상은 파멸로 가득 찼다 난 결코 밖을 보지 않아 저 세상에서 널 지키겠다 하셨네 성벽을 높이고 문도 굳게 닫았네 하지만 뛰는 가슴 멈출 수는 없어 왕자 성벽 넘어 세상 꿈꾸었네 자 여길 떠나 저 성벽 넘어 그 별을 찾으러 여행을 떠나야해 험한 세상 너 사는 이유 이 모든 걸 알고 싶다면 너 혼자 여행 떠나야만 해 사랑이란 구속하지 않는 것 사랑은 자유롭게 놓아주는 것 때로는 아픔도 감수해야 해 사랑은 눈물 그것이 사랑 황금별이 떨어질 때면 세상을 향해서 여행을 떠나야 해 북두칠성 빛나는 밤에 저 높은 성벽을 넘어서 아무도 가보지 못한 그곳으로 저 세상을 향해서 날아가 날아올라,성인가요/트로트,215,2021-04-20,,,
28,33425419,10595524,2113204,빈첸,GO O O,MANTA BIPOLAR Pt.2,이젠 좀 알 것 같다고 왜 사는지 이유는 몰라도 친구가족사랑평화 네 단어를 이제 배워서 기다려달라고 아들 자신 있다고 감정으로 받은 거 숫자로 갚아본다고 살아본다 GO O O 한 번 사는 거라 GO O O 한번 밖에 못 산다 GO O O 자주 왔다 갔다 거려 나의 멘탈리즘이 한번 왔다가는 삶야 나의 알고리즘이 띄워주는 빝 click OH X나 구리지 그래서 기타를 딩가링가링 난 이게 재밌지 쟤한텐 일이라던데 난 놀고서 버내 감사해 사랑을 배우고 나서야 생각난 건데 난 흘려보내지 못하고 잡았어 아파서 피가 났어 이런 손으로 네 손잡기 싫어서 눈 감고 뒤돌아서 한참을 뛰고 그제서야 너가 안 보였어 그때는 그랬어 정말 힘들었어 돌아가기가 싫어 이젠 좀 알 것 같다고 왜 사는지 이유는 몰라도 친구가족사랑평화 네 단어를 이제 배워서 기다려달라고 아들 자신 있다고 감정으로 받은 거 숫자로 갚아본다고 살아본다 GO O O 한 번 사는 거라 GO O O 한번 밖에 못 산다 GO O O,랩/힙합,171,2021-04-20,,,
29,33425484,10595535,787227,페노메코 (PENOMECO),Hotel Lobby (Feat. 버벌진트),Dry Flower,전부 다 비켜 균형이 무너져서 쓰러지기 전에 전부 다 비켜 균형이 무너져서 쓰러지기 전에 돌고 돌아 나는 여기야 낯설었던 곳에 나 혼자 I dont know why 나도 날 몰라 울려 전화 사랑 없는 걱정만 하루 종일 걷다 보니 아무 데나 주저앉고 싶어 솔직히 잡아주지 않는단 걸 알고 있어 덕분에 내 손은 lonely Somebody help me 여전히 울보에다 겁쟁이지 아직 And Im starving 그래 여전히 어색하고 차갑기만 한 공기 흙먼지 낀 신발을 털어 내 피곤한 몸을 눕히지 잠깐의 고된 여행이었다고 퉁치지 불안한 맘은 몰래 숨기기 조금 쉬어간다면 모두 괜찮아지길 Get over Get over Tryna get on Get over Get on Get over Get on over Get on 해가 지고 나는 호텔 로비에 시간이 흐르고 난 지금 호텔 로비에 Now I get it yeah Now I get it yeah Get on 다시 해가 지고 난 지금 호텔 로비에 시간이 흐르고 난 지금 호텔 로비에 Now I get it yeah Now I get it yeah Get on Im back at the lobby 이미 해는 지고 다시 외로운 밤이 누구에겐 이곳이 역사를 만드는 곳 but not for me This my hideaway 이제는 집이 낯설지 estranged 예전의 나와 약간의 거리 두기 기억을 버리기 like it was nothing to me 삶의 법칙 거의 꿈이 손에 잡힐 때 준비한 듯 상처를 주지 너 없이 네 흔적을 보면서 거기에서 밤을 보낼 순 없어 no 새 침대에 묻힌 채 내 switch 내릴까 하다가 내 room number 너도 아는 그 사람에게 보내 알아 후회할 것을 But regrets overrated 감당할게 한 번쯤 So shes at the lobby now 몇 개의 bottle과 곧 내려갈게 concierge는 입 다물 거야 해가 지고 나는 호텔 로비에 시간이 흐르고 난 지금 호텔 로비에 Now I get it yeah Now I get it yeah Get on 다시 해가 지고 난 지금 호텔 로비에 시간이 흐르고 난 지금 호텔 로비에 Now I get it yeah Now I get it yeah Get on 전부 다 비켜 균형이 무너져서 쓰러지기 전에 전부 다 비켜 균형이 무너져서 쓰러지기 전에,랩/힙합,243,2021-04-20,,,
30,33421279,10594481,2019841,Josh Tobias,High Tide,High Tide,you had a bad dream had a bad dream again a storm was raging but I wasnt there to hold your hand but I promise the moment you open your eyes Ill be by your side you know I love you I tell you everyday but you say that love wont it wont wash away your pain but I promise the moment the tides roll out well find higher ground,포크,156,2021-04-19,,,
31,33421338,10594503,2759305,오새봄 (OH SAE BOM),지워져가,지워져가,널 마주했었던 그 날에 날 바라보던 모습이 그리워 자꾸만 떠올라 그때 널 생각했던 그 밤이 고마워했던 그 맘이 더 나를 아프게만해 지워져 가 함께한 모든 순간이 지워져 가 나의 모든 기억이 Cause I cant be No I cant make you fall with me Cause I cant see you fall with me Dont make me tell you fall with me 함께했던 그 날 좋았던 날 그날의 온기 마저 잊혀져가 남겨둔 기억 모두 다 멀어져만가 저 닿을 수 없는 그곳에 멀게만 느껴졌던 길 그리워 기다리던 넌 내 맘 알까 나 사실 아파했던걸 말하지 못했다는걸 이제서야 알게됐단걸 지워져 가 함께한 모든 순간이 지워져 가 너의 모든 바램이 Cause I cant be No I cant make you fall with me Cause I cant see you fall with me Dont make me tell you fall with me 함께 했던 그 날 좋았던 날 그날의 온기마저 잊혀져가 남겨둔 기억 모두 다 멀어져만가 함께했던 그 날 좋았던 날 남겨둔 기억 마저 잊혀져가 이제는 나의 마음 다 지워져만가,발라드,249,2021-04-19,,,
32,33422387,10594808,894864,DAY6 (데이식스),everyday we fight,The Book of Us : Negentropy - Chaos swallowed up in love,Everyday we fight 싸우다 보면 또 풀려 사소한 일로도 다퉈 뭐 남들이 보면 어떻게 그러고 계속 만나냐고 물어봐  쌓일 게 없는 거니까 That is why 거짓말 있으면 거짓말 We know 참아 주는 게 우리 사이에는 그 무엇보다 해롭다는 걸  숨기지 않고 그냥 두지 말고 언제나 그렇듯이  Lets fight 아픔은 잠깐이겠지만 우린 더 단단해져 Its fine 있는 힘껏 털어낸 순간 가까워지는 우릴 느껴 꾸밈없는 모습이 좋아 Thats how we love  Everyday we fight 얼마 안 가서 또 풀려 끝 마무리는 안으며 꼭 사랑한다고 서로에게 전해 줘 언제 그랬냐는 듯이  숨기지 않고 그냥 두지 말고 아쉬울 거 하나 없게  Lets fight 아픔은 잠깐이겠지만 우린 더 단단해져 Its fine 있는 힘껏 털어낸 순간 가까워지는 우릴 느껴 꾸밈없는 모습이 좋아 Thats how we  Love each other 꾸밈없는 솔직함 Theres no other 네가 보여 주는 모든 게 사랑할 수밖에 없게 만들어  Lets fight 아픔은 잠깐이겠지만 우린 더 단단해져 Its fine 있는 힘껏 털어낸 순간 가까워지는 우릴 느껴 꾸밈없는 모습이 좋아 Thats how we love,록/메탈,210,2021-04-19,,,
33,33422461,10594831,640891,뉴이스트,INSIDE OUT,The 2nd Album 'Romanticize',Youre the one that I want The one that I need Dont wanna be free Youre the one that I want The one that I need Dont wanna be free Ayyy  다른 사랑할 수 있어 난 아무렇지 않아 다 Oh I say 망가져 보는 거야 이렇게 벗어난 Stereotype 이별의 Prototype Woo 나에겐 너만이 Mistake Woo Im gonna run away  이름 모를 사이에 주고받는 ID 조금만 지나면 익숙해지겠지 이런 나를 네가 찾아봤으면 해 Oh baby 이젠 네가 없는 내 하루의 끝에서  너의 생일을 비밀번호로 누르고 들어와서  집 문을 닫았을 때 다 무너지는 Guard rail 내 마음은 자꾸 너에게 달려가 더 깊어지는 Lovesick 내 맘은 계속 Clipping 멈추지 못해 난 너에게로 가  Youre the one that I want The one that I need Dont wanna be free 너에게 달려가 Yeh Youre the one that I want The one that I need Dont wanna be free 너에게 달려가 Babe  수많은 표정 남은 건 하나인 듯해 떨리는 입술 웃는 모습이 어색해 잠깐 지금 무슨 감정이지 널 지우려 발버둥 쳐도 한없이 부서질 것 같아  너의 생일을 비밀번호로 누르고 들어와서  집 문을 닫았을 때 다 무너지는 Guard rail 내 마음은 자꾸 너에게 달려가 더 깊어지는 Lovesick 내 맘은 계속 Clipping 멈추지 못해 난 너에게로 가  Youre the one that I want The one that I need Dont wanna be free 너에게 달려가 Yeh Youre the one that I want The one that I need Dont wanna be free 너에게 달려가 Babe  우리가 춤추던 이 거리가 싫어 사실은 너 없는 나 혼자라 싫어 이 밤이 끝나기 전에 너에게 달려가 눈을 마주 보고서 Yeh Im telling you  아직도 나는 너야 내 팔을 끌어당겨 끝없는 시간으로 날 안아줘 내 맘은 이미 Clipping Baby you got me so crazy 매일 꿈에서 보던 시나리오  Youre the one that I want The one that I need Dont wanna be free 나에겐 너뿐이야 Babe,댄스,197,2021-04-19,,,
34,33421061,10594395,1907753,멋진녀석들 (GreatGuys),TOUCH BY TOUCH (KOR Ver.),Special Album 'AGAIN',마음이 추워 세상이 얼어도 Touch by touch 봄이 찾아와 마음을 녹여줘 Heart to heart 아무것도 아니야 걱정하지 마 baby 그냥 잠시 꾼 악몽일 뿐이야 시들어 버린 꽃에 생명을 불어넣는 호흡 Wish and dream and love Touch by touch 멀지 않아 우리가 만날 그날이 언제나 그래왔듯이 We find the way La la la la la La la la la la Do you want a beautiful world My grace and great 그렇다면 소리 한 번 질러 ooh ooh ooh 마음이 추워 세상이 얼어도 Touch by touch 봄이 찾아와 마음을 녹여줘 Heart to heart Dont worry we alright 서로의 온기를 전해줘요 Touch by touch 많이 그리웠어 맑은 아침 평범한 날들이 가진 가치 걱정 마 우리들의 Story는 뻔하지만 Fun한 Happy ending 닿을 수 없어 외로운 우리 두 손 난 전하고 싶어 모두 Touch by touch La la la la la La la la la la Do you want a beautiful world My grace and great 그렇다면 소리 한 번 질러 ooh ooh ooh 마음이 추워 세상이 얼어도 Touch by touch 봄이 찾아와 마음을 녹여줘 Heart to heart Dont worry we alright 서로의 온기를 전해줘요 Touch by touch oh yeah 시간이 지나가고 나면 Smile again 다시 돌아가고 싶지 않은 아픔이지만 Its gonna be alright 나뿐이라고 생각은 하지 마 우리들의 두 손이 맞닿을 때 다시 빛이나 훨훨 날때 La la la la la La la la la la Do you want a beautiful world My grace and great 그렇다면 소리 한 번 질러 Ooh ooh ooh 다시 만나 마음이 녹을 땐 Touch by touch 꽉 잡은 손을 놓지 말아줘 Heart to heart Dont worry we alright 서로의 온기를 전해줘요 Touch by touch La la la la la Ho everybodysay La la la la la keep youre hands up keep youre head up La la la la la yeah greatguys La la la la la Touch by touch,댄스,185,2021-04-18,,,
35,33421275,10594479,738480,박재정,좋았는데,좋았는데,너를 사랑한다는 말로는 담아내지 못한 우리 둘의 이야기 가끔 당장 날 보고 싶다고 말하던 너는 언제나 눈부신 설렘이었어 좋았는데 둘이서 함께면 언젠가는 우리 둘을 꼭 닮은 아이와 같이 할 거라고 내게 말하던 넌 기억하고 있을까 오늘 혜화동에 와 봤어 우리가 걸었던 서로 사랑했던 거리 나를 보며 너를 사랑하는 이유를 말해달라 보채던 네 표정이 또 떠올라 혼자 대답했어 좋았는데 나에게 기대면 자연스레 우리 둘은 꼭 닮은 말투와 행동이었는데 항상 나도 몰래 너를 찾고 있잖아 오늘 혜화동에 와 봤어 우리가 걸었던 서로 사랑했던 거리 나를 보며 너를 사랑하는 이유를 말해달라 보채던 네 표정이 또 떠올라 혼자 대답했어 아직까진 네가 있어 나도 모르게 너를 부르다 멈췄어 이제 대답해줄 사람이 없잖아 오늘 사랑한다고 했어 네가 좋아했던 그 말 더 해줄 걸 하고 나는 말야 조금도 익숙해지지가 않나봐 전혀 잘 지내지 못해 여전히 나는 보고 싶어,발라드,237,2021-04-18,,,
36,33413581,10592595,1054368,Regard,You,You,Intro Troye Sivan Ooh yeah All I see is you is you is you Oh you ooh  Refrain Troye Sivan How could you ever leave me without a chance to try How can I be sorry if I dont know the crime I should be mad cause you never told me why Still I cant seem to say goodbye  Chorus Troye Sivan Ooh yeah When I try to fall back I fall back to you Yeah ayy When I talk to my friends I talk about you Yeah ayy When the Hennessys strong all I see is you is you is you oh you ooh Yeah ooh Yeah ayy No I havent moved on but trust me Ive tried Yeah ayy If I give you a call dont hang up the line Yeah ayy When the Hennessys strong all I see is you is you is you oh you ooh  PostChorus Troye Sivan Oh you ooh  Verse Tate McRae Im good at overthinking But I havent even got this far All I know is that my mind is In the backseat of your Corvette car You got me at me baddest Baddest And you got me round your fingertip Should be fed up with your bullshit But everything about you no I cant resist   Refrain Tate McRae How could you ever leave me without a chance to try How can I be sorry if I dont know the crime I should be mad that you never told me why Still I cant seem to say goodbye  Chorus Troye Sivan amp Tate McRae Tate McRae Ooh yeah When I try to fall back I fall back to you Yeah ayy When I talk to my friends I talk about you Yeah ayy When the jealousys strong all I see is you is you is you oh you ooh Yeah ooh Yeah ayy No I havent moved on but trust me Ive tried Yeah ayy If I give you a call dont hang up the line Yeah ayy When the jealousys strong all I see is you is you is you oh you ooh  PostChorus Tate McRae Is you oh oohwoah oh oh you Is you is you oh you ooh  Bridge Tate McRae amp Troye Sivan Both I see your face in every stranger everywhere I go Everywhere I go I hear your voice in conversations every word you spoke Every words you spoke Nearly blocked you on my phone about a thousand times Yeah I know I should say goodbye Goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye Yeah I know I should say goodbye   Chorus Troye Sivan amp Tate McRae Troye Sivan Ooh yeah ayy When I try to fall back I fall back to you Yeah ayy When I talk to my friends I talk about you Yeah ayy When the Hennessys strong all I see is you is you is you oh you ooh Yeah ooh Yeah ayy No I havent moved on but trust me Ive tried Yeah ayy If I give you a call dont hang up the line Yeah ayy When the Hennessys strong all I see is you is you is you oh you ooh,일렉트로니카,233,2021-04-16,,,
37,33416006,10593336,2758426,BehindtheMoon,그림일기,그림일기,반복되는 일상 속에서 어딘가 외롭게 느껴졌어 지나가버린 시간속에 길을 잃고 주저했던 날들 가장 환하게 웃었던 너와의 추억 속 잃고 싶지 않은 작은 빛을 발견했어 걸어가는 이 길 위의 이야기를 너와 함께 그려갈게 잃어버린 조각 이제 찾았으니까 수없이 연습해봤던 이야기들 우리만의 작은 약속 더는 헤매지 않아 내 손을 잡아줘 외롭고 지루하던 날들 혼자 널 그리던 밤 속에서 가장 환하게 웃었던 너와의 추억 속 잃고 싶지 않은 작은 빛을 발견했어 걸어가는 이 길 위의 이야기를 너와 함께 그려갈게 잃어버린 조각 이제 찾았으니까 수없이 연습해봤던 이야기들 우리만의 작은 약속 더는 헤매지 않아 내 손을 잡아줘 밤새 높이 지지 않는 별들을 따라서 나 너와의 순간들로 채울래 걸어가는 이 길 위의 이야기를 너와 함께 그려갈게 잃어버린 조각 이제 찾았으니까 수없이 연습해봤던 이야기들 우리만의 작은 약속 더는 헤매지 않아 내 손을 잡아줘,인디음악,227,2021-04-16,,,
38,33416314,10593453,491340,Eric Church,Heart On Fire,Heart,Verse  Roosevelt Road was too rough for my old truck Yeah shed shake and shed shimmy like Elvis singin All Shook Up But you cant blame a boy for going drive it like you stole it fast With your window down brown hair blowin look at me like that  Chorus A turned up radio but the static was heavy Couldnt make out any words but take me to the levee That look on your face was full of wild desire Soakin my soul in gas and settin my heart on fire Heart on fire heart on fire heart on fire  Verse  I dont have a single second thought that doesnt have you in it To feel those flames again I go back in a New York minute I miss the freedom of you dancing on the bow of your daddys old boat When my spirit starts sinkin that picture always makes it float baby  We werent old enough to drink but we damn sure did it Hat turned backward singin Paradise City That look on your face was full of young desire Soakin my soul in gas and settin my heart on fire Heart on fire  Chorus Turned up radio but the static was heavy Couldnt make out any words but take me to the levee That look on your face was full of wild desire Soakin my soul in gas and settin my heart on fire Heart on fire heart on fire heart on fire  Outro Roosevelt Road was too rough for my old truck Yeah shed shake and shed shimmy like Elvis singin All Shook Up Heart on fire heart on fire heart on fire,컨트리,259,2021-04-16,,,
39,33418791,10593978,100168,YB,SILENCE,모범택시 OST Part.1,가슴속에 슬픔의 칼이 돋을 때 어디에도 기댈 곳이 나 없을 때 고통을 참는다 난 오늘밤 Silence 더럽혀진 세상은 변하지 않아 탐욕으로 이미 무너져 버렸어 하지만 지켜봐 널 위해 Silence I wanna be your fighter in this dirty world 아직 너의 꿈이 살아 숨을 쉬잖니 I wanna be your fighter in this broken world 아직 너의 꿈들이 너의 세상이 Now I can say hey stop I say you surrender I say you are done I say you surrender 마지막잔이 눈물처럼 차올라 울지마라 그대여 잔인한 내 미소는 silence I wanna be your fighter in this dirty world 아직 너의 꿈이 살아 숨을 쉬잖니 I wanna be your fighter in this broken world 아직 너의 꿈들이 너의 세상이 Now I can say hey stop I say you surrender I say you are done I say you surrender,록/메탈,205,2021-04-16,,,
40,33411429,10592121,861436,세븐틴,Not Alone,Not Alone,   유메노나카 보쿠오 요부코에가시테 메오사마시타   소바니 앗타하즈노 타이세츠나모노 우시낫타 키가시테사    비보우로쿠오 욘데미타리     니지무유우히 나가메테 코나이다레카오 맛테미타리   다케도 탓타히토츠 오보에테루 코토바가아루와스레나이데   히토리쟈나이   무네노나카 누쿠모리데 노콧테루요   심파이시나이데 야가테 요가아케    카나라즈 킷토 아에루하즈사     이츠모 소바니 이테쿠레타네     나미다난테 이라나이 닷테 히토리쟈나이  히토리쟈나이카라    돈나 스타토라인니 탓탓테   키미노 모토에 아루이테이쿠요    헤이코우센노 카베오코에 키오쿠니아루유메가  테오사시노베테쿠레루하즈사     히토리쟈나이     무네노나카 누쿠모리데 노콧테루요    심파이시나이데 야가테 요가아케     카나라즈 킷토 아에루하즈사     이츠모 소바니이테쿠레타네     나미다난테 이라나이 닷테 히토리쟈나이  히토리쟈나이카라                           오모이데노나카 키미노코토 사가시테이루토키    아시타에후미다소우 소우 오모에루카라   히토리쟈나이토 무네오핫테이에루     소바니이루토 타시카메루요 히토리자나이카라    히토리쟈나이,J-POP,199,2021-04-15,,,
41,33408379,10591554,100176,포맨,우린 아직 헤어지기 전,우린 아직 헤어지기 전,종일 너와 같은 이름을 수백 번 검색하고 함께 알던 친구에게서 너의 흔적을 찾아 네가 선물했던 우리 얘기를 닮은 노래와 매일 주고받던 비밀글 많이 사랑했던 그 날에 시간이 멈춰버린 이곳엔 우린 아직 헤어지기 전 아직 너를 놓아주기 전 오래된 그 사진들 속에 작은 떨림까지 다 그대로인데 너의 마음이 멀어지기 전 잡은 손을 놓아주기 전 지금 이곳엔 우린 아직 헤어지기 전 페이지를 뒤로 넘겨도 끝이 없는 우리와 둘만 알던 일기장 속엔 어제 같은 이야기 사진을 보다가 우리의 추억을 따라서 기억의 파도를 타고서 많이 그리웠던 그때로 다시 되돌아갈 것만 같아 우린 아직 헤어지기 전 아직 너를 놓아주기 전 오래된 그 사진들 속에 작은 떨림까지 다 그대로인데 너의 마음이 멀어지기 전 잡은 손을 놓아주기 전 시간이 멈춘 지금 이곳엔 너는 지금 어디 있을까 You know I still remember you 내가 보고 싶기는 할까 I cant believe Im missing you 모두 변해도 나는 아직까지 너를 기다려 너를 많이 미워하기 전 사랑한 걸 후회하기 전 다시 돌아가고 싶지만 이젠 아름다운 기억 속으로 다른 누굴 사랑한대도 네가 나를 모두 잊어도 나는 여기서 아직 너와 헤어지기 전,발라드,230,2021-04-14,,,
42,33411344,10592109,735094,김나영,봄 내음보다 너를,봄 내음보다 너를,너의 이름을 부르면 뒤돌아 꼭 안아주던 따뜻했던 너의 향기 어떤 봄 내음보다 여운이 길었던 너였어 아직 너를 너를 그리워해 여전히 넌 내 맘 깊은 곳에 너와 걷던 길목을 지나갈 때면 나는 고개를 떨구곤 해 비 오던 그 어느 날도 나보다 먼저 서있던 오래 기다렸다고 날 다그치지도 오히려 날 안아줬던 너 아직 너를 너를 그리워해 여전히 넌 내 맘 깊은 곳에 너와 걷던 길목을 지나갈 때면 나는 고개를 떨구곤 해 나의 모든 날에 넌 자연스럽게 처음부터 그 자리에 있던 것처럼 오래오래 간직할 거야 우리 함께했던 날 전부 우리 다시 다시 만나는 날 그땐 내가 먼저 달려갈게 표현하지 못했던 온 맘을 담아 너를 더 사랑할게 너를,발라드,218,2021-04-14,,,
43,33411358,10592111,2763943,김희재,따라따라와 (Prod. by 영탁),따라따라와,날 따라따라와 날 따라따라와 착한 척은 그만 예쁜 척도 그만 너도 이미 모두 알고 있잖아 그대만을 원해 바로 오늘 밤에 이젠 외로워할 필요 없는 걸 오 우리 사랑 One more time 숨이 차올 때까지 날 따라따라와 날 바라바라봐 너와 나 둘이서 또 밤새 춤추는 거야 꼭 잡고 따라와 꼭 나만 바라봐 이 밤이 새도록 난 너를 사랑할 거야 랄랄라라랄라 랄랄라라랄라 랄랄라랄랄랄랄라라라라 랄랄라라랄라 랄랄라라랄라 랄랄라랄랄랄랄라라라라 아닌 척은 그만 부끄러운 척 그만 너도 이미 생각하고 있잖아 그대만을 원해 바로 오늘 밤에 이제 우리 둘만의 시간인 걸 오 우리 사랑 One more time 숨이 차올 때까지 날 따라따라와 날 바라바라봐 너와 나 둘이서 또 밤새 춤추는 거야 꼭 잡고 따라와 꼭 나만 바라봐 이 밤이 새도록 난 너를 사랑할 거야 랄랄라라랄라 랄랄라라랄라 랄랄라랄랄랄랄라라라라 랄랄라라랄라 랄랄라라랄라 랄랄라랄랄랄랄라라라라 날 따라따라와,성인가요/트로트,163,2021-04-14,,,
44,33406437,10591071,1239352,고은성,Start over,Start Over,다시 시작하는 지금 나는 무엇을 생각하고 해야 하나 모든 게 기적처럼 이뤄진 때에도 그 때를 알 수 없이 보내버린 나  다시 시작하는 나의 마음 하고픈 일이 나의 길인가 모든 게 기적처럼 이뤄진 때에도 그 때를 알지 못 했던 나였는데  조용한 절망 속 나의 새로운 시작 두려운 출발대에 한 걸음 내디뎌 미랠 꿈꿔본다 하지만 당당히 나의 미랠 향하여 한 걸음 한 걸음 믿으며 저 무댈 향해 걸어간다  조용한 절망 속 나의 새로운 시작 두려운 출발대에 한 걸음 내디뎌 미랠 꿈꿔본다 하지만 당당히 나의 미랠 향하여 한 걸음 한 걸음 믿으며 저 무댈 향해 걸어간다  자신을 믿는 순간 인생의 마법이 시작 된다,클래식,237,2021-04-13,,,
45,33406558,10591098,2645970,최유리,둘이,둘이,둘이 마주 보자 똑똑히 눈이 빨개지게 눈을 감으며 널 놓치지 않게 둘이 마주 보자 똑똑히 손을 마주 잡고 우린 나아질 거야 내 얘길 해줄 게 사실 나는 겁이 나 이렇게나 행복할 땐 내일을 무서워해 도망치려고만 해 넌 내가 어때 잡아줄래 내가 무서워 울 때 행복에 겁이 나서 그러니 날 잡아줄래 네가 그럴 때 조금 덜 도망갈 게 이기적이란 걸 알지만 계속해 널 사랑해도 돼 둘이 마주 보자 똑똑히 눈이 빨개지게 눈을 감아도 네가 보일 때쯤 그리 마주 보자 똑똑히 손을 마주 잡고 우린 나아질 거야 내 얘길 해줄 게 사실 나는 겁이 나 이렇게나 행복할 땐 내일을 무서워해 도망치려고만 해 넌 내가 어때 잡아줄래 내가 무서워 울 때 행복에 겁이 나서 그러니 날 잡아줄래 네가 그럴 때 조금 덜 도망갈 게 이기적이란 걸 알지만 계속해 널 사랑해 받아줄래 우리가 둘이 될 때 어떤 말이라도 괜찮은 그런 마음일 때 그래 그럴 때 나를 꼭 안아줄래 작고 작은 나의 바람이야 계속해 널 사랑해도 돼,인디음악,207,2021-04-13,,,
46,33408087,10591484,753762,영탁,고향 가는 날,사랑의 콜센타 PART50,내가 왔구나 이제 왔구나 사느라 잊고 지냈구나 엄마 같은 곳 그림 같은 곳 발길이 이끄는 이 곳 아 내 고향아 이쪽 저쪽 그대로구나 이리 봐도 좋고 저리 봐도 좋고 내 맘이 좋구나 사방이 다 좋다 너도 왔구나 오랜 벗이여 사느라 잊고 지냈구나 친구 같은 곳 쉼표 같은 곳 발길이 이끄는 이 곳 아 내 고향아 이쪽 저쪽 그대로구나 이리 봐도 좋고 저리 봐도 좋고 내 맘이 좋구나 사방이 다 좋다 아 내 고향아 이쪽 저쪽 그대로구나 이리 봐도 좋고 저리 봐도 좋고 내 맘이 좋구나 사방이 다 좋다 사방이 다 좋다,성인가요/트로트,197,2021-04-13,,,
