music_index,album_index,singer_index,singer,song,album,lyrics,genre,music_titme,album_released,time,activity,emotion
3427926,1294153,100176,포맨,살다가 한번쯤,The Artist,눈을 감기만 해도 눈물이 흘러 니가 보여서 많이 보고싶어서 I know 다 끝난 일인걸 같은 공간 같은 시간 같은 세상이지만 어딜 봐도 어딜 가도 너는 보이질 않아 살다가 한번쯤은 마주치기를 난 아직도 그곳에 살아 어디서 그 어디서 무얼하든지 건강하게 행복하게 살아 살아있단 것으로 정말 고마워 너의 소식이 내가 사는 이윤걸 I know 다 끝난 일인걸 다른 만남 다른 사람 사랑해도 괜찮아 누굴 만나 뭐가 됐건 너만 행복하면 돼 살다가 한번쯤은 마주치기를 난 아직도 그곳에 살아 어디서 그 어디서 무얼하든지 건강하게 행복하게 살아 한번만 딱 한번만 마주친다면 꼭 이 말 전해줄거야 태어나 너를 만나 고마웠다고 잘살라고 꼭 행복하라고,발라드,235,2011-06-07,가을_저녁,산책/걷는중,슬픔
3436083,1302654,6502,김범수,끝사랑,Solista Part.2,내가 이렇게 아픈데  그댄 어떨까요 원래 떠나는 사람이  더 힘든 법인데 아무 말하지 말아요  그대 마음 알아요 간신히 참고 있는 날  울게 하지 마요 이별은 시간을 멈추게 하니까 모든걸 빼앗고 추억만 주니까 아무리 웃어 보려고  안간힘 써 봐도 밥 먹다가도 울겠지만 그대 오직 그대만이 내 첫사랑 내 끝사랑 지금부터 달라질 수 없는  한 가지 그대만이 영원한 내 사랑 그대도 나처럼 잘못했었다면 그 곁에 머물기 수월했을까요 사랑해 떠난다는 말 과분하다는 말 코웃음 치던 나였지만 그대 오직 그대만이 내 첫사랑 내 끝사랑 지금부터 그대  나를 잊고 살아도 그대만이 영원한 내 사랑 나는 다시는 사랑을 못할,발라드,252,2011-06-16,가을_새벽,휴식/수면,슬픔
3482749,1335752,20908,정용화 (CNBLUE),그리워서...,넌 내게 반했어 OST Part.3,늘 똑같은 하늘에  늘 같은 하루  그대가 없는것말고는  달라진게 없는데  난 웃고만 싶은데  다 잊은듯이  아무일 아닌 듯 그렇게  웃으며 살고픈데  그리워 그리워서  그대가 그리워서  매일 난 혼자서만  그대를 부르고 불러봐요  보고파 보고파서  그대가 보고파서  이제 난 습관처럼  그대 이름만 부르네요  오늘도  난 보낸줄 알았죠 다 남김없이  아니죠 아니죠 난 아직  그대를 못보냈죠  그리워 그리워서  그대가 그리워서  매일 난 혼자서만  그대를 부르고 불러봐요  보고파 보고파서  그대가 보고파서  이제 난 습관처럼  그대 이름만 부르네요,발라드,277,2011-07-13,가을_새벽,산책/걷는중,슬픔
3536905,2008890,236815,다비치,안녕이라고 말하지마,Love Delight,떨리는 너의 입술을  난 난 처음 보았지 무슨 말 하려고 말 하려고  뜸만 들이는지 슬픈 예감은 다 맞는단  노래 가사처럼 설마 아니겠지 아닐 거야  아니어야만 돼 벌써 넌 나를 떠나 니 마음마저  떠나 또 몸마저도 떠나는데 난 몰라 널 잡을 방법을 좀  누가 내게 말해줘요 오늘밤 그 말만은 말아요  왜 날 버리고 갔나요 나 마음이 아파 가슴이 아파  눈물 차올라요 아직은 안녕 우린 안돼요  넌 그 입을 더 열지마 안녕이라고 내게 말하지마 차가운 너의 한마디가 날 주저앉혔지 세상 무너질 듯 무너진 듯  눈물만 눈물만 지금 순간이 가면 이 순간이 ,발라드,230,2011-08-29,여름_새벽,차량/운전중,안정
3536906,2008890,236815,다비치,사랑 사랑아,Love Delight,오오오오오오 오오오오오오   오오오오오오오오  걸었어 그냥 걸었어   니 생각이 나 또 걸었어  길잃은 어린아이처럼   갈 곳을 몰라 눈물이 나  너와 내가 닮아간 기억  너와 내가 아팠던 기억   모두 소중해  주르르르륵 주르르르륵  눈물이 흘러 기억이 흘러   아직 너를 사랑하나봐  가지마 사랑 사랑 사랑 아아아아  제발 제발 가지마 아아아 눈물투성이 상처투성이   내 가슴은 어떡해  아파 아파 아파 가지마 사랑아  오오오오오오 오오오오오오   날 떠나 떠나 가지마  오오오오오오 오오오오오오   날 떠나 떠나 가지마  비오는 우울한 날에는 ,발라드,212,2011-08-29,가을_새벽,산책/걷는중,슬픔
3545342,2011312,227595,지아,그대이길 바래요 (With 케이윌),그대이길 바래요,사랑에 베인 상처   너무나 아팠나 봐요  다른 누군갈 좋아하는 건   그때 포기했었죠  소심한 내 맘 두려워서   여린 맘이 다칠까 봐  사랑을 잠그고 마음을 닫았죠  그대 외롭고 힘들고 아파도   마음의 그 문을 열어요  모든 걸 사랑할게요  어떤 상처도 슬픔도 없어요   그대 주저하지 말고  나에게 기대요   웃음을 찾아줄게요  사랑한다는 말   내가 먼저 고백할게요  이별이라는 말   더 이상 없을 거에요 나를 보아요  내 맘을 아나요   나를 믿어줘요  그대가 맞나요   내 손을 잡아요,발라드,253,2011-09-09,겨울_새벽,휴식/수면,슬픔
3549031,2012587,28801,허각,Hello,LIKE 1st MINI ALBUM 'First Story',우리 헤어지면 안되잖아 우리 이별하긴 이르잖아 이렇게 날 떠나가면 안돼요 내가 하지 못한 말들이  아직 너무 많은데 이대로 날 떠나가지 마세요 그대이기 때문에 난 정말 그대였기 때문에 난 이대로는 이대로는 난 안돼요 내가 살아가는 이유는  오직 그대뿐이죠  제발 나를 떠나가지 말아요 그대는 내 사랑 그리운  내 사랑 날 사랑했던 사람 이제는 만질 수 없지만 내가 그리운 만큼 그대도 그리운가요 내가 미칠 듯이 사랑했던 그 사람  hello  사랑했기 때문에 난 정말 사랑했기 때문에 난 죽을 만큼 죽을 만큼 힘드네요 죽지 못해 살아가고 있는  내가 보이나요 제발 내게 다시 돌아와줘요 그대는 내사랑 그리운 내사랑 ,발라드,254,2011-09-16,겨울_새벽,산책/걷는중,분노
3550136,2011288,3305,성시경,난 좋아,처음,그 동안 어떻게 지냈니 물어보진 못했지 그저 어색한 안녕 참 반가웠던 너무 짧았던 인사가 끝나고 어렴풋한 미안함을 나는 보았어 괜찮아 괜찮아 지나간 일인걸 너를 보고도 웃지 못한 이유는 원망이 아냐 괜찮아 괜찮아 다만 묻고 싶어 너에게도 나는 따뜻한 기억일까 서로가 마지막이 되길 우린 약속했지만 그저 스쳐간 인연 주고 싶은 것 주지 못한 것 마음에 남아서 넌 떠나도 난 그곳에 고여 있었지 괜찮아 괜찮아 지나간 일인걸 너를 보고도 웃지 못한 이유는 원망이 아냐 괜찮아 괜찮아 다만 묻고 싶어 나로 인해 너도 조금은 울었을까 하고 싶은 말이 너무 많은데 이미 돌아선 너를 잡을 수 없어 괜찮아 이제는 지나간 일인걸 내가 감당한 외로움만큼,발라드,232,2011-09-15,가을_새벽,휴식/수면,열정적
3561276,2015988,227595,지아,내가 이렇지 (Feat. 하동균),Avancer,벌써 약속 시간 지난지 몰랐어  내가 이렇지 뭐 하면서 더 서둘러  걸어서 갈 거리를 뛰어서 가다가  부딪힌 사람 헤어진 너 잖아 미치도록 운다 운다   참았던 눈물을 쏟아내고  어디쯤 있다가 왔냐고  어린 아이처럼 매달려 소리 쳐 니 손목을 끈다 끈다 이대로 놓치면 멀리 갈까 봐 손에 힘을 준다 달아 날까 봐 나를 만나 보니 나쁜 점 알겠다고 근데 좋은 점이 뭔지 모르겠다고 미안해 한 마디로 끝나고 말았어 그리고 지금 우연히 만났어 미치도록 운다 운다 참았던 눈물을 쏟아내고 어디쯤 있다가 왔냐고   어린아이처럼 매달려 소리쳐 니 손목을 끈다 끈다 이대로 놓치면 멀리 갈까봐 손에,발라드,226,2011-09-30,가을_새벽,산책/걷는중,슬픔
3579243,2021890,573812,효린,내겐 너니까,영광의 재인 OST Part.1,얼마나 더 아파야 네 맘이 보일까 말해버리고 싶었지만 눈물이 차올라 그런 내가 네게 하는 말  너만을 기다려 Because I love you 잡을 수도 없었어 멈출 수도 없었어 너의 흔적들이 너무 많아 내겐 너니까 죽을 만큼 간절히 원해 오직 너니까 어떻게든 기다려야 돼 한걸음씩 더 가까이 와줄래 알잖아 나에겐 너뿐인 걸 제발 날 혼자 두지마 슬픔에 찬 눈으로 너를 볼 때 마다 아무 말없이 바라보고 웃으며 말했지 그런 내가 네게 하는 말  너만을 사랑해 Because I love you 머리 속에 가득해 기억들이 가득해 너의 흔적들이 너무 많아 내겐 너니까 죽을 만큼 간절히 원해 오직 너니까 어떻게든 기다려야 돼 한걸음씩,발라드,235,2011-10-19,겨울_새벽,산책/걷는중,슬픔
3585793,2024088,105623,노을,그리워 그리워,그리움,늦은저녁 하루를보내고 찬바람에 창문을 닫으니 아득하게 조용한 방에서 아주 작은 조명하나를 켜놓고 어둑해진 밖을 바라보니 문득 너무도 슬퍼지네 매일듣는 노래 LIST 엔 하나같이 다 우리얘기뿐 이별은 모두 다 같으니까  다시 조심스럽게 행복했던 날 아름답던 너를 그려보니 나도모르게 눈물이 나네 그리워 그리워 니가  너무나 그리워서 보고싶어서 잊고싶지않아서  잊을수가 없어서 못해준게 너무 많아서 더 그리워 너무나도 사랑했었기에 아름답게 우린 헤어졌어 현실안에 서로를 위해서 알아 어차피 우린 안될걸 누구보다 잘 알지만 왜이렇게도 눈물이 나는건지 그리워 그리워  니가 너무나 그리워서 보고 싶어서 잊고 싶지않아서  잊을 수가 없어서 못해준게 너무 많아서 그리워 그리워  니가 너무나 그리워서 보고싶어서 정말 널,발라드,232,2011-10-26,봄_새벽,산책/걷는중,슬픔
3590149,2025499,100176,포맨,그 남자 그 여자,그 남자 그 여자,밥을 먹어도 혼자 야구를 봐도 혼자 거리를 걸어도 나 혼자 혼자이기 싫은데 또 방에 누워도 혼자 거실에 나와도 혼자 가슴이 아파서 식탁에 앉아서 나 엎드려 또 울잖아 라면을 끓여도 괜히 니 생각이 나서 그릇을 놓아도 꼭 두 개를 놓고 먹지도 못하고 눈물만 삼켜내 이젠 찬물을 마셔도 쓰린 내 속이 안풀려 떠난 니 생각에 오늘도 술이야 취해 헛소리야 니가 보고싶다 친구를 만나도 그냥 수다를 떨어도 그냥 별로 관심없잖아 내 속이 안풀리잖아 뭘 해도 소용없잖아 예쁘게 머리를 해도 다 맘에 안들어 정말 괜찮다 말해 줄 사람 자랑 할 사람 내 곁에 없잖아 정말 사랑해 웃는 연인들  다 꼴보기 싫어 가슴이 멍들어,발라드,251,2011-11-01,가을_새벽,산책/걷는중,슬픔
3593455,2026966,569214,울랄라세션,서쪽 하늘,슈퍼스타K 3 Top11 Part 5,서쪽하늘로 노을은 지고 이젠 슬픔이 돼버린 그대를 다시 부를수 없을 것 같아 또 한번 불러보네 소리쳐 불러도 늘 허공에 부서져 돌아오는 너의 이름 이젠 더 견딜 힘조차 없게 날 버려두고 가지 사랑하는 날 떠나가는 날 하늘도 슬퍼서 울어준 날 빗속에 떠날 나였음을 넌 알고 있는듯이 비가오는 날엔 난  항상 널 그리워해 언젠간 널 다시 만나는  그날을 기다리며 비내린 하늘은  왜그리 날 슬프게해 흩어진 내 눈물로 널 잊고 싶은데 비가 오는건 그녀가 우는거라고 했다 비가오는 날엔  난 항상 널 그리워해 언젠간 널 다시 만나는  그날을 기다리며 비내린 하늘은  왜그리 날 슬프게해 흩어진 내 눈물로 널,발라드,240,2011-10-31,가을_새벽,휴식/수면,슬픔
3597417,2029169,181694,브라운아이드걸스,클렌징크림,클렌징크림,아파 아파 다쳐버린 맘이 많이 많이 oh my honey honey baby  어떻게 해야 하죠 온종일 미친 듯이 놀고 와선  짙은 화장을 지우죠 이런다고 다 잊혀질까요 참 못나게도  반쯤 지워져 버린 두 볼에 반쯤 지워져 버린 내 입술 위에  흘린 눈물이 클렌징크림에 녹아요 정말 왜요 왜요 왜죠  언니 이 까만 밤이 새도록 그 녀석 하나 지워내지 못하고 왜요 왜요 왜죠 언니  내 검게 번진 눈물로 못내 잊었다며  우겨대는 말 이젠  bye bye 나 어떡하죠 언니 이젠 잠들고 싶은데 내 맘은 자꾸 그 녀석한테  달려가네요 어쩌죠 언니 나 이대론  안 될 것만,발라드,214,2011-11-04,겨울_새벽,운동/훈련중,슬픔
3604753,2032026,1873,김조한,사랑에 빠지고 싶다,사랑에 빠지고 싶다,운동을 하고 열심히 일하고 주말엔 영화도 챙겨보곤 해 서점에 들러 책 속에 빠져서 낯선 세상에 가슴 설레지 이런 인생 정말 괜찮아 보여 난 너무 잘 살고 있어  헌데 왜 너무 외롭다 나 눈물이 난다 내 인생은 이토록 화려한데 고독이 온다 넌 나에게 묻는다 너는 이 순간 진짜 행복 하니 내겐 나를 너무 사랑해주는  그런 사람이 있어  헌데 왜 너무 외롭다  나 눈물이 난다 내 인생은 이토록 화려한데 고독이 온다 넌 나에게 묻는다 너는 이 순간 진짜 행복 하니 난 대답한다 난 너무 외롭다 내가 존재하는 이유는 뭘까 사랑이 뭘까 난 그게 참 궁금해 사랑하면서 난 또,발라드,368,2011-11-10,가을_새벽,산책/걷는중,슬픔
3633511,2044412,105623,노을,살기 위해서,빠담빠담 OST Part.1,내가 이렇게도 가슴이 뛰는 건 그대가 내 마음에 다녀 갔었나 봐 우리사랑은 또 스쳐가지만 세상에서 가장 그리운 사람 내가 어느새 그대 이름을 불러 원합니다 내가 살기 위해서 그 사랑이 아파도 기다릴게 여기서 사랑이란 멀리 있어도 언젠간 만날 테니까 니가 없으면 죽을 것 같아서 살기 위해서 왜 이유 없이 눈물이 났는지 그렇게 가슴 아파야 했는지 지금 달려가 꼭 말해주고 싶어 원합니다 내가 살기 위해서 그 사랑이 아파도 기다릴게 여기서 사랑이란 멀리 있어도 언젠간 만날 테니까 니가 없으면 죽을 것 같아서 널 사랑해서 두 번 다신 못 보게 될 까봐 연기처럼 니가 사라질까봐 난 두려워 원합니다 내가 살기 위해서 날 살게 해준,발라드,235,2011-12-05,가을_새벽,산책/걷는중,슬픔
3681993,2067506,573812,효린,널 사랑하겠어,사랑을 보다 2 OST,내 뜨거운 입술이 너의 부드러운 입술에 닿길 원해 내 사랑이 너의 가슴에 전해지도록 아직도 나의 마음을  모르고 있었다면은 이 세상 그 누구보다 널 사랑하겠어 널 사랑하겠어  언제까지나 널 사랑하겠어 지금 이 순간처럼  이 세상 그 누구보다 널 사랑하겠어 어려운 얘기로 너의 호기심을  자극할 수도 있어 그 흔한 유희로 이 밤을  보낼 수도 있어 하지만 나의 마음을  이제는 알아줬으면 해 이 세상 그 누구보다  널 사랑하겠어 널 사랑하겠어 언제까지나 널 사랑하겠어 지금 이 순간처럼  이 세상 그 누구보다 널 사랑하겠어 널 사랑하겠어 널 사랑하겠어 언제까지나 널 사랑하겠어 지금 이 순간처럼  이 세상,발라드,210,2012-01-19,봄_새벽,차량/운전중,슬픔
3701333,2077426,629831,에일리(AILEE),Heaven,Heaven,니가 있는 곳에 나도 함께 할게 니가 가는 곳에 나도 함께 갈게 널 위해서 매일 웃고 널 위해서 기도하고 니 생각에 잠들고 널 부르며 눈을 떠 내 옆에서 지켜주고 내 옆에서 감싸주는 넌 나의 천국인걸 Youre my only one way 오직 너를 원해 내가 니 곁에 있음에 감사해 Youre the only one babe 힘든 세상 속에 사랑을 알게 해준 너 하나로 나는 행복해 Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven 우리 함께라면 we will never cry never never cry Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven 영원히 둘이서 never gonna be alone 니 품에서,발라드,211,2012-02-09,가을_아침,차량/운전중,기쁨
3706380,2079769,175139,케이윌,니가 필요해 (I Need You),니가 필요해 (I Need You),잘 있었냐는 너의 인사말에 참았던 가슴은 또 뜨거워지고 정말로 내가 알던 너인지 한참을 되묻고 일 년 만인 목소리에 반가웠고 보고 싶었다는 말에 자꾸 눈물만 내려와 너도 나만큼 아팠던 걸까 니가 필요해 니가 필요해 일 년이 가도 십 년이 가도 나는 똑같아 단 하루도 잊지 못한 사람 난 너여야만 해 내 사랑이 너 인데 너 없이는 안돼 니가 필요해 길을 걷다 보고 다시 보고 내 손을 꼭 잡은 니 손을 또 보고 괜히 또 놓고 다시 잡고 바보같이 웃고 둘이라서 행복했던 소박했던 함께라 당연했던 그런 것들만 생각나 그때 우리는 왜 몰랐던 걸까 니가 필요해 니가 필요해 일 년이 가도 십 년이,발라드,218,2012-02-14,가을_새벽,휴식/수면,슬픔
3707405,2080250,8530,린,시간을 거슬러,해를 품은 달 OST,구름에 빛은 흐려지고 창가에 요란히 내리는 빗물소리 만큼 시린 기억들이 내 마음 붙잡고 있는데 갈수록 짙어져간 그리움에 잠겨 시간을 거슬러 갈순 없나요 그 때처럼만 그대 날 안아주면 괜찮을텐데 이젠 젖어든 빗길을 따라가 함께한 추억을 돌아봐 흐려진 빗물에 떠오른 그대가 내 눈물 속에서 차올라와 갈수록 짙어져간 그리움에 잠겨 시간을 거슬러 갈순 없나요 그 때처럼만 그대 날 안아주면 괜찮을텐데  이젠 흩어져가 나와 있어주던 그 시간도 그 모습도 다시 그 때처럼만 그대를 안아서 시간을 거슬러 갈수 없나요 한번이라도 마지막일지라도 괜찮을텐데,발라드,212,2012-02-15,가을_새벽,휴식/수면,슬픔
3710333,2081526,1010,이승철,잊었니,신들의 만찬 OST Part.1,잊었니 날 잊어버렸니 그 수많은 추억들은  잊어 버렸니 가슴은 널 향해 팔 벌려 오늘도 간신히 버티고 있는데 추억이 점점  빛 바래 가면 너와 거닐던 길에 우두커니 서  지우고 또 지우려 해도 니숨결 목소리가 귓가에 들려 잊었니 날 잊어 버렸니  아직 난 널 기다리잖아 사랑이 또 울고 있잖아   가슴엔 늘 눈물이 고여 지워도 자꾸 지우려 해도 그대 얼굴이 자꾸 떠오르네요 잊었니 날 잊어버렸니 수많은 추억들은  잊어 버렸니 가슴은 널 향해 팔 벌려 오늘도 간신히 버티고 있는데 잊었니 날 잊어 버렸니  아직난 널 기다리잖아 사랑이 또 울고 있잖아   가슴엔 늘 눈물이 고여,발라드,194,2012-02-17,가을_새벽,휴식/수면,사랑
3714473,2083726,28772,존박,Falling,Knock,하얗게 번지는 머릿속에다  그대를 새겨놓고 저 멀리 날아가  모든 게 보이는 두 눈을 감고서  시간을 되돌려서  그 때로 돌아가고 싶어  Falling 이대로 falling for you  날 잡아줄 수 없어도  Falling 또 다시 falling for you  날 감싸줄 수 없나요  좋았던 나날도 너무 아팠던 날도  이제 돌이켜보면 그저 그랬었나요  아니라 말해요 멍든 가슴도  멍해진 내 마음도  다시 느낄 수만 있다면 Falling 이대로 falling for you 날 잡아줄 수 없어도 Falling 또 다시 falling for you 날 감싸줄 수 없나요 까맣게 번지는 하늘 위에서 한없이 추락하는 날 보고만 있네요,발라드,222,2012-02-22,가을_아침,산책/걷는중,슬픔
3729818,2090746,175155,먼데이 키즈 (Monday Kiz),오늘 같은 밤이면,Nostalgia,얼마나 그댈 그리워 하는지 몰라 더 이상 외로움 난 견딜수 없고  언제나 어두운 밤이 찾아올때면 살며시 그대 이름 부르곤 했어 눈감으면 그대 곁에 있는것 같아 하지만 그대 숨결 느낄수 없고 무겁게 나를 누르는 이 빈 공간은 끝없는 방황으로 나를 이끄네 기나긴 기다림 속에 지쳐도 그대 외롭다고 눈물 짓지마 언젠가 그대의 두손을 잡고서 함께 걸어 갈테야 오늘 같은 밤이면 그대를 나의 품에 가득 안고서  멈춰진 시간 속에 그대와 영원토록 머물고 싶어 눈 감으면 그대 곁에 있는것 같아 하지만 그대 숨결 느낄수 없고 무겁게 나를 누르는 이 빈 공간은 끝없는 방황으로 나를 이끄네 기나긴 기다림 속에 지쳐도 그대 외롭다고 눈물,발라드,277,2012-03-08,겨울_아침,휴식/수면,슬픔
3731994,2092046,253866,2AM,너도 나처럼,F.Scott Fitzgerald's Way Of Love,하루종일 니 생각만 하다가  한 가닥 눈물이 멋대로   주르륵 흐른다  걸음걸음 니 모습이 밟혀서  일을 하다가도 나도   모르게 또 흐른다  우후후후후 노래를 불러도  우후후후후 거리를 걸어도  우후후후후 온통 니 생각 뿐인데  너도 나처럼 이렇게 아픈지  너도 나처럼 눈물 나는지  너도 하루종일 이렇게 추억에   사는지 꼭 나처럼  억지라도 웃을 일 참 많은데  태엽 인형처럼 주어진 일처럼 웃는다  우후후후후 TV를 보아도  우후후후후 친구를 만나도  우후후후후 온통 니 생각 뿐인데  너도 나처럼 이렇게 아픈지  너도 나처럼 눈물 나는지  너도 하루종일,발라드,228,2012-03-12,가을_새벽,휴식/수면,슬픔
3733443,2092611,8433,김수현,그대 한 사람,해를 품은 달 OST Part.6,손을 뻗으면 닿을 수 있게 그대 내게 멀리 가지 마세요 누굴 찾고 있나요 그대만 기다리는 사람 여기에 여기 있는데  내가 지켜줄 사람 나만 바라볼 사람 저 달을 보며 매일 기도해요 날 사랑하는 오직 한 사람  사랑해요 그대 한 사람 사랑해요 그대 한 사람 내가 미칠듯이 사랑했던 단 한 사람  하늘에서 비가 내리고 달이 뜨면 그대 올까요 내 모든 걸 다 가져 간 한 사람  그댈 찾을 때까지 계속 걸어와줘요 내가 그대만의 빛이 될게요  내가 지켜줄 사람 나만 바라볼 사람 저 달을 보며 매일 기도해요 날 사랑하는 오직 한 사람  사랑해요 그대 한 사람 사랑해요,발라드,233,2012-03-13,가을_새벽,휴식/수면,슬픔
3736176,2093727,8530,린,곰인형 (Feat. 해금),LoveFiction,함께 본 영화표를 태우고 니가 사준 곰 인형을 패도 엉엉 울어 봐도 후련하질 못해 함께 산 핸드폰을 버리고 니가 사준 백일반질 빼도 준건 다 버려도 널 잊지를 못해 아무런 생각도 나지 않고 아무도 만나고 싶지 않아 사랑이 이런 건지 몰랐어요 아무런 얘기도 하기 싫고 아무런 전화도 받기 싫어 이렇게 힘든 건지 몰랐어요 난 백년을 사랑한 게 아닌데 백일을 겨우 넘긴 너인데 숟가락만 들어도  자꾸 니 생각에 눈물이 나 세수하다 모르게  자꾸 니 생각에 눈물이 나 자꾸 니 생각이 나  울고 울어도 눈물이 나 새빨간 하트를 지우고  저장된 일번을 지워도 다른 번호로 바꿔 봐도  안돼 안돼,발라드,207,2012-03-16,가을_새벽,산책/걷는중,슬픔
3758104,2105027,28801,허각,나를 사랑했던 사람아,LACRIMOSO,잘 지내고 있는건지 무슨 일 없는지 지겹던 너의 잔소리가 너무 그리워서 그렇게 나 하나밖에 모르던 너인데 나 없이도 괜찮은지 하루에 수백번씩 나 후회를 하고 네가 없다는걸 느끼며  나 매일을 살아 널 위해 내가 떠나야 하는게 맞지만 난 널 잊고 살 순 없는가봐 나를 사랑했던 사람아  이젠 곁에 없지만 아직 잊지 못하고 너를 잊지 못하고 그저 한번이라도 다시 볼 수 있다면 볼 수만 있다면  다시 널 볼 수 있다면 너무나도 아프고 잊을 수가 없어 하루에도 몇번씩 하던  너의 그 투정이 웃으며 내 품에 안겨서  날 보던 모습이 헤어지던 날 너의 두 눈이 나를 사랑했던 사람아 ,발라드,239,2012-04-03,가을_새벽,휴식/수면,슬픔
3759927,2106226,3854,양파,사랑은 다 그런거래요,Together,그대 울지 말아요   슬퍼하지 말아요   사랑은 다 그런 거래요  마음 주면 줄수록 가슴 아픈   거래요 아파야 사랑인거죠  그만 눈물 거둬요   그대 이젠 웃어요   사랑이 또 그댈 울려도  진정 사랑했다면 진정 후회 없다면   그것으로 된 거죠  그대 울지 말아요   슬퍼하지 말아요   사랑은 다 그런 거래요  마음 주면 줄수록 가슴 아픈   거래요 아파야 사랑인거죠  눈물이 흐르는건 사랑했단 뜻이죠  애써 지우려해도 지울수가 없네요  그립고 그리울 땐 그 이름을 불러  너무나 외로울 땐 두눈을 또 감어 ,발라드,235,2012-04-05,가을_새벽,산책/걷는중,슬픔
3772625,2112227,105623,노을,떠나간다,떠나간다,나는 괜찮아  내가 널 잊어야 행복할 수 있다면  이미 떠나버린 니맘을  붙잡을 수는 없다는 게 느껴져서 언젠가 다시 웃으며 볼 수 있게 웃으며 보내줄게 어쩌다가 가끔 취해 전화를 걸어 울면서 너를 찾겠지만 떠나간다 떠나간다 날 버리고 떠나간다 내가 사랑했던 추억들도 다 가지고 떠나간다 울어본다 울어본다 가지 말라고 울어본다 너무 사랑했던 널 결국 나는 널 보내준다 니가 간다 좋았던 날들 이젠 내게 다시 올진 모르겠지만 그만해줘야지 남은 사랑은 모두 그 사람에게 받겠지 너 없인 아직 자신이 없어서 마지막 힘을 다해서 떠나려는 너를 밀어내는 너를 눈물로 잡아보지만 떠나간다 떠나간다 날 버리고 떠나간다 내가 사랑했던 추억들도 다 가지고 떠나간다 울어본다,발라드,239,2012-04-19,가을_새벽,휴식/수면,슬픔
3820647,2124713,673198,JUNIEL(서아),illa illa (일라 일라),My First June,따스하게 부는 향기로운 바람 내 두 볼에 스치면 난 사랑했던 그대 얼굴이 떠오르죠 oh 길가에 숨어선 이름도 모르는 들꽃이 필 때쯤엔 기억 저 편에 감춰 둔 그대가 떠오르죠 My baby illa illa illa baby illa illa illa baby illa illa illa Never forget love 첫사랑은 아름다워서 첫사랑은 꽃이랍니다 봄이 오면 활짝 피는 오 눈이 부신 꽃처럼 첫사랑은 어린애처럼 첫사랑은 서투릅니다 사랑을 아낌없이 주고 갖질 못하니까 illa illa illa illa illa illa illa illa illa 나의사랑 good bye  까만 밤하늘에 그려있는 별이 그대 추억 불러오면 오랜 일기장 속에서 그댈 꺼내봅니다 My baby illa illa illa baby illa illa illa baby,발라드,216,2012-06-07,겨울_저녁,산책/걷는중,슬픔
3822632,2126378,429480,이현,가슴이 시린 게,신사의 품격 OST Part 3,날 돌아봐줘요 곁에 있어요 고개를 돌려봐요  딴 곳만 보네요 늘 그랬듯이 먼 곳만 보네요  그 사람을 사랑하는 그댈 보면서 살아 가는 게 내 사랑인걸 아나요 가슴이 시린 게 바라만 보는 게 그대가 없는 게 습관처럼 익숙해져 난 아픈 줄도 모르네요 눈물이 나는데 말도 못하는데 웃어야 하는데 습관처럼 그대 앞에서 바보처럼 사랑해서 눈물이 나는데 단 한번이라도 그대 힘들면 나를 봐줄래요 울지 마요 울지 마요 그댈 보면서 기도해봐요 나의 바램을 아나요 가슴이 시린 게 바라만 보는 게 그대가 없는 게 습관처럼 익숙해져 난 아픈 줄도 모르네요 눈물이 나는데 말도 못하는데 웃어야 하는데 습관처럼 그대 앞에선 바보처럼 사랑해서 이렇게 웃는데 가슴이,발라드,271,2012-06-17,겨울_새벽,휴식/수면,슬픔
3859894,2138075,2165,보아 (BoA),Only One,Only One,멀어져만 가는 그대  Youre the only one  내가 사랑했던 것만큼  Youre the only one 아프고 아프지만  바보 같지만 Good bye  다시 널 못 본다 해도  Youre the only one Only One 어색하게 마주앉아  사소한 얘기로 안부를 묻고 가끔 대화가 끊기는 순간에는  차가운 정적 우릴 얼게 만들어 지금 이 자리에서 우리는 남이  되겠지 어느 누군가는  눈물 흘리며 남겠지만 상처주지 않으려고 자꾸 애를  써가면서 눈치 보는 니 모습 싫어  So Ill let you go 내사랑 이제는 안녕  Youre the only one  Youre the only one 이별하는 이순간에도 ,발라드,219,2012-07-22,가을_저녁,산책/걷는중,슬픔
3864961,2138690,510537,신용재 (2F),가수가 된 이유,24,인터넷에 나를 쳐보면  이제 내 노래가 나와 내가 왜 굳이 이렇게 가수가 된지 넌 알까 유명하고팠던 이유는 오직 단 하나뿐이니까 니가 날 보고 날 알아듣고 내 생각하라고 TV에 나와 노래해 혹시 니가 볼까봐 날 들으면 날 본다면 날 찾아줄까봐 기를 쓰고 노래해 그 옛날의 널 위해 그때 다 하지 못했던 내 맘을 담아서 이렇게 노래해 못해부터 살다가까지 니가 없던 건 없으니까 솔직히 터놓고 말해 모두 너와 내 얘기니까 내 노랠 듣고 내가 울고 내가 슬퍼하고 혼자 미치는 나의 이유를 넌 알 것 같은데 TV에 나와 노래해 혹시 니가 볼까봐 날 들으면 날 본다면 날 찾아줄까봐 기를 쓰고 노래해 그,발라드,260,2012-07-27,봄_새벽,휴식/수면,분노
